,0,1,2
570,"It changes everything you've been And all that's left to be Is empty, lonely, broken, hopin' I'm supposed to be strong I'm supposed to find a way to carry on I don't wanna feel better I don't wanna not remember I will always see your face In the shadows of this haunted place I will laugh I will cry Shake my fist at the sky But I will not say goodbye They keep saying time will heal But the pain just gets more real The sun comes up each day Finds me waiting, fading, hating, praying If I can keep on holding on Maybe I can keep my heart from knowing that you're gone Cause I don't wanna feel better I don't wanna not remember I will always see your face In the shadows of this haunted place I will laugh I will cry Shake my fist at the sky But I will not say goodbye I will curse I will pray I'll relive everyday I will shelter the blame I'll shout out your name I will laugh I will cry Shake my fist at the sky But I will not say Will not say goodbye I will not say goodbye Will not say oh",,
571,,,
572,,,
573,"Train roll on, on down the line, Won't you please take me far away? Now I feel the wind blow outside my door, Means I'm leaving my woman behind. Tuesday's gone with the wind. My woman's gone with the wind. And I don't know where I'm going. I just want to be left alone. Well, when this train ends I'll try again, But I'm leaving my woman at home. Tuesday's gone with the wind. Tuesday's gone with the wind. Tuesday's gone with the wind. My woman's gone with the wind. Train roll on many miles from my home, See, I'm riding my blues away. Tuesday, you see, she had to be free But somehow I've got to carry on. Tuesday's gone with the wind. Tuesday's gone with the wind. Tuesday's gone with the wind. My woman's gone with the wind.",,
574,,,
575,,,
576,,,
577,,,
578,"Have you ever loved somebody so much It makes you cry Have you ever needed something so bad You can't sleep at night Have you ever tried to find the words But they don't come out right Have you ever, have you ever Have you ever been in love Been in love so bad You'd do anything to make them understand Have you ever had someone steal your heart away You'd give anything to make them feel the same Have you ever searched for words to get you in their heart But you don't know what to say And you don't know where to start Have you ever loved somebody so much It makes you cry Have you ever needed something so bad You can't sleep at night Have you ever tried to find the words But they don't come out right Have you ever, have you ever Have you ever found the one You've dreamed of all of your life Just about anything to look into their eyes Have you finally found the one you've given your heart to Only to find that one won't give their heart to you Have you ever closed your eyes and Dreamed that they were there And all you can do is wait for the day when they will care Have you ever loved somebody so much It makes you cry Have you ever needed something so bad You can't sleep at night Have you ever tried to find the words But they don't come out right Have you ever, have you ever What do I gotta do to get you in my arms baby What do I gotta say to get your heart To make you understand how I need you next to me Gotta get you in my world Cause baby I can't sleep Have you ever loved somebody so much It makes you cry Have you ever needed something so bad You can't sleep at night Have you ever tried to find the words But they don't come out right Have you ever, have you ever",,
579,,,
580,,,
581,"There's this girl that's been on my mind  All the time, Su-Su-Sussudio oh oh  Now she don't even know my name  But I think she likes me just the same  Su-Su-Sussudio oh oh  Ah if she called me I'd be there  I'd come running anywhere  She's all I need, all my life  I feel so good if I just say the word  Su-Su-Sussudio, just say the word  Oh Su-Su-Sussudio  Now I know that I'm too young  My love has just begun  Su-Su-Sussudio oh oh  Oh give me a chance, give me a sign  I'll show her anytime  Su-Su-Sussudio oh oh  Ah, I've just got to have her, have her now  I've got to get closer but I don't know how  She makes me nervous and makes me scared  But I feel so good if I just say the word  Su-Su-Sussudio, just say the word  Oh Su-Su-Sussudio, oh  Ah, she's all I need all of my life  I feel so good if I just say the word  Su-Su-Sussudio I just say the word  Oh Su-Su-Sussudio  I just say the word oh Su-Su-Sussudio I'll say the word  Oh, Su-Su-Sussudio oh oh oh  Just say the word Just, just, just say the word uh Just say the word Su-Su-Sussudio (oh oh oh) Su-Su-Sussudio (oh oh oh) Su-Su-Sussudio (oh oh oh) Su-Su-Sussudio (oh oh oh) Sussudio (oh oh oh) Su-Su-Sussudio (oh oh oh) Just say the word Su-Su-Sussudio (oh oh oh) say the word oh Just say the word Just, just, just say the word",,
582,,,
583,,,
584,,,
585,,,
586,,,
587,,,
588,,,
589,,,
590,,,
591,"If your right hand is causing you pain Cut it off cut it off If your colors have started to run Let them all run, run away from you There is lightning in this room Above our heads waiting to strike I'm a thinker not a talker Put your faith, your faith in God We were hoping for some romance All we found was more despair We must talk about our problems We are in a state of Flux I'd kill for an adventure Just you and I in the Curzon Bar Dancing till we knew So all that we've learned disappeared When you shouted at me I saw my father in the second grade Concerned and kind But yet unable to reach me We were hoping for some romance All we found was more despair We must talk about our problems We are in a State of Flux State of flux  State of flux  State of flux  State of flux  State of flux  State of flux  State of flux  State of flux  State of flux  We need to talk  We need to talk  We need to talk  We need to talk  We need to talk  We were hoping for some romance All we found was more despair We must talk about our problems We are in a state of Flux",,
592,,,
593,"We are standing here at the edge of time Cold Our road was paved to the edge of time Steel, Sparks Come with me now to the edge of time Does anyone remember who I am? In a few moments you will have an experience which will seem completely real It will be the result of your subconscious fears, transformed to your conscious awareness You have 5 seconds to terminate this tape 5, 4, 3, 2, 1. Has everybody got a place to hide? Is everybody inside? Has everybody got a place to hide? Is everybody inside? There's a game out there, and the stakes are high. And the guy who runs it figures the averages all day long, and all night Once in a while he let's you steal a pot, But if you stay in the game long enough, you've got to lose, And once you've lost, there's no way back No way at all The time has come Darkness! Darkness! darkness! darkness! Da-da-da-da-darkness! The time has come The time has come Can you feel this? What is that buzzing? Are you now, or have you ever, moved slowly?",,
594,,,
595,,,
596,"We didn't have nowhere to live We didn't have nowhere to go Till someone said: ""I know this place off Burnett Road"" It was on the 15th floor It had a board across the door It took an hour To pry it off and get inside It smelt as if someone had died The living room was full of flies The kitchen sink was blocked The bathroom sink not there at all Oh, it's a mess alright Yes, it's Mile End And now we're living in the sky I never thought I'd live so high Just like heaven (If it didn't look like hell) The lift is always full of piss The fifth-floor landing smells of fish Not just on Fridays Every single other day! And all the kids come out at night They kick a ball and have a fight And maybe shoot somebody if they lose at pool Oh, it's a mess alright Yes, it's Mile End Nobody wants to be your friend 'cause ""you're not from round here"", oh (As if that was Something to be proud about!) The pearly king of the Isle of Dogs Feels up children in the bogs And down by the playing fields Someone sets a car on fire I guess you have to go right down Before you understand just how How low How low a human being can go Oh, it's a mess alright Yes it's mile end Mile end",,
597,,,
598,,,
599,Rose tinted view And satellites that  Compromise the truth But I wanted more  With the cuts and the bruises Touch my face A hopeless embrace Faith It drives me away But it turns me on Like a stranger's love It rockets through the universe It fuels the lies and feeds the curse And leads me to be Glorious I need to believe But I still want more With the cuts and the bruises Don't close the door On what you adore And faith It drives me away But it turns me on Like a stranger's love It rockets through the universe It fuels the lies and feeds the curse And leads me to be Glorious,,
600,,,
601,"Death by chocolate is myth This I know because I lived I've been around for broken hearts and how Lay your head in my hands little girl This is only right now Death by crying doesn't exist, though The headaches feel a bit like it You might explode But you reach the end of the road And you, little tree I'm certain you will grow Tears on your pillow will dry and you will learn Just how to love again Oh my weeping willow Let your leaves fall and return Oh darling the seasons are your friend Death by anger this is true Just let him go he can't hurt you Oh little girl this is such a cruel cruel world This is the first, of a million broken hearts Tears on your pillow will dry and you will learn Just how to love again Oh my weeping willow Let your leaves fall and return Oh darling the seasons are your friend Oh it won't be long you will grow strong Up up and away He's but a falling leaf, he's but a falling leaf, he's but a falling leaf",,
602,,,
603,"It's all hats off now, All drum rolls and applause. By slight of the hand you will turn them into dust. A face to face you will lead them by the fall A track fiend and saw dust You're allowed to stare it out Ooh ooh ooh ooh, ooh ooh ooh ooh ooh ooh It's all good luck charms, All trying to understand. Indeed inside me (deep inside) will always hope for worst You say you keep them close by They're closer than you think. A track fiend and the saw dust You're allowed to stare it out Ooh ooh ooh ooh, ooh ooh ooh ooh ooh ooh Next spring will bring you back again You'll sigh and crack a whip for us And maybe you will be the one Who'll draw the line in the sand For us to crawl It's all at bats now All painting gorgeous time. And maybe when the night comes You'll open up the cage You'll open up the cage",,
604,"Sometimes I wake up in my bed And I don't know where I've been Heart tells me a trip to cloud nine Headache says that things just ain't fine Wake up in the valley of dolls And walls surrounding me Blond ambitions they've been offering Mother's little yellow helpers Helpers, helpers, helpers Country club martini crew Extra olives just won't do Valium makes your soul get higher And enables fake gunfire Queen bees lose to wasps Ritalin filled debutante When you don't like what you see Hiding's easy in a SUV Schizophrenic Pathogenic Psychogenic Hallucinogenic Photogenic I been taking intelligent Manic depressive Aggressive Psycho wards are so possessive Attention deficit disorder Hand-held cassette recorder ADD, yeah ADD, yeah SUV, yeah SUV, yeah D-D-DA Ooh, I gotta call my friend Wait a minute, what I say I gotta do again? Minute to minute, I feel like I'm in The movie memento but I don't have a pen Wait a minute, hey, hey This the type of beat that make the ghetto girls play Take a hit of haze, it's in the drain You wish you seen P, man, you know she couldn't hate That ghetto P and that ghetto cash My ghetto eyes on her ghetto ass You probably wanna know what planet we on Can't help if I see everything in neon Schizophrenic Pathogenic Psychogenic Hallucinogenic Photogenic I been taking intelligent Manic depressive Aggressive Psycho wards are so possessive Attention deficit disorder Hand-held cassette recorder I know they think that we have lost it My mom keep telling me that I should stop it See what I like and I'm gon' cop it You hit a new height, shit, I'm gon' top it With the ADD makes a crazy me And they can't see, that's why they blame me Tell the women hi, I dip and dive I skip and fly, I'm a different guy When I open up my eyes sometimes I don't know where I've been Heart tells me a trip to cloud nine Headache says that things just ain't fine Driving in the SUV ADD takes over me Cruise control, reins full power So the dolls can play with nose powder Pull up to another dinner party Hosted by Malibu Barbie Pretty in pink Princesses, candy floss, fresh bushes Schizophrenic Pathogenic Psychogenic Hallucinogenic Photogenic I been taking intelligent Manic depressive Aggressive Psycho wards are so possessive Attention deficit disorder Hand-held cassette recorder Skateboard Mirwais ADD, ADD Ed Banger SUV, SUV Busy P ADD, ADD Uffie SUV, SUV ADD, ADD SUV, SUV Uffie",,
605,"Blacktop letters written out of chalk, that she might see me when school is over, Dripping thoughts fall onto your sidewalk, I could only tell you when I'm not sober It's not your fault Cryptic message written in the dark, All that haunts me is surely closure Locking hands floating through the park, They always watch me losing composure It's not your fault",,
606,,,
607,,,
608,"I did it for love. I did it for love. I did it for love. I did it for love. What's hard for me, I saw your game, but yet, and still you got me, You touched the deepest part of me, You got my heart, it's jumpin'. I told you all of my secrets, didn't see betrayal, One year, two months, and now it's over, Didn't think we'd fail. Lovin' you is causin' me to change, And it hurts so bad, it don't feel the same. And now my friends are askin' me what did I do, I done hurt myself over loving you. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I know that I did you wrong. Please forgive me, baby girl, I'm sorry. You know that you did me wrong. Why you cryin', baby girl, I'm sorry. I know that I did you wrong. Heaven knows I don't mean to hurt nobody. You know that you did me wrong. Let me take this time to say I'm sorry. Lovin' you is causin' me to change, And it hurts so bad, it don't feel the same. And now my friends are askin' me what did I do, I done hurt myself over loving you. Oh, I I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I had some intentions, baby, but not on hurting you. (I I I)I wanna make it up to you. Did you see it in my heart? I can't trust it anymore. (I I I)I wanna make it up to you. (I I I)I wanna make it up to you. Did you see it in my heart? I can't trust it anymore. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. I, I, I, I, did it, did it, did it for love. Did it for love Did it for love Did it for love Did it, did it, did it for love",,
609,,,
610,,,
611,"Help, I have done it again I have been here many times before Hurt myself again today And the worst part is there's no one else to blame Be my friend, hold me Wrap me up, unfold me I am small, I'm needy Warm me up and breathe me Ouch, I have lost myself again Lost myself and I am nowhere to be found Yeah, I think that I might break Lost myself again and I feel unsafe Be my friend, hold me Wrap me up, unfold me I am small, I'm needy Warm me up and breathe me Be my friend, hold me Wrap me up, unfold me I am small, I'm needy Warm me up and breathe me",,
612,"So much for your promises They died the day you let me go Caught up in a web of lies But it was just too late to know I thought it was you Who would stand by my side And now you've given me, given me Nothing but shattered dreams, shattered dreams Feel like I could run away, run away From this empty heart You said you'd die for me,  Woke up to reality And found the future not so bright I dreamt the impossible That maybe things could work out right I thought it was you Who would do me no wrong But now you've given me, given me Nothing but shattered dreams, shattered dreams Feel like I could run away, run away From this empty heart You've given me, given me Nothing but shattered dreams, shattered dreams Feel like I could run away, run away From this empty heart From this empty heart I thought it was you who said they'd die for love And now you've given me, given me Nothing but shattered dreams, shattered dreams Feel like I could run away, run away From this empty heart You've given me, given me Nothing but shattered dreams, shattered dreams Feel like I could run away, run away From this empty heart Oh no no no you said you'd die for me Oh oh die for me So much for your promises",,
613,,,
614,,,
615,"I told you how long we've got All the time in the world I've got a thing for you You've got a thing for me I've got my mind made up You've got my heart you know You've got a thing for me You've got a thing for me I told you how long we've got All the time in the world I've got a thing for you You've got a thing for me I've got my mind made up You've got my heart you know You've got a thing for me You've got a thing for me She's gonna leave at three That's what her friend told me Now I can't bear to check the time Tonight she'll take my heart home with her But I'm not ready to let it go now Oh, how long have we got? I told you how long we've got All the time in the world I've got a thing for you You've got a thing for me I've got my mind made up You've got my heart you know You've got a thing for me You've got a thing for me For me, for me, for me, for me For me, for me, for me, for me For me, for me, for me, for me For me, for me, for me, for me And now it looks to me Like she's about to leave But as she passes She leans close and says My boy, you got to keep that chin up I'm gonna come back here next week for now Just take my telephone number Just remember what I told you I told you how long we've got All the time in the world I've got a thing for you You've got a thing for me I've got my mind made up You've got my heart you know You've got a thing for me You've got a thing for me I told you how long we've got I told you, I told you I told you how long we've got I told you, I told you I've got my mind made up I told you, I told you You've got a thing for me You've got a thing for me",,
616,,,
617,,,
618,"Well Jo'anna she runs a country She runs in Durban and the Transvaal She makes a few of her people happy, oh She don't care about the rest at all She's got a system they call apartheid It keeps a brother in a subjection But maybe pressure can make Jo'anna see How everybody could a live as one Gimme hope, Jo'anna Hope, Jo'anna Gimme hope, Jo'anna 'Fore the morning come Gimme hope, Jo'anna Hope, Jo'anna Hope before the morning come I hear she make all the golden money To buy new weapons, any shape of guns While every mother in black Soweto fears The killing of another son Sneakin' across all the neighbors' borders Now and again having little fun She doesn't care if the fun and games she play Is dang'rous to ev'ryone Gimme hope, Jo'anna Hope, Jo'anna Gimme hope, Jo'anna 'Fore the morning come Gimme hope, Jo'anna Hope, Jo'anna Hope before the morning come She's got supporters in high up places Who turn their heads to the city sun Jo'anna give them the fancy money Oh to tempt anyone who'd come She even knows how to swing opinion In every magazine and the journals For every bad move that this Jo'anna makes They got a good explanation Even the preacher who works for Jesus The Archbishop who's a peaceful man Together say that the freedom fighters Will overcome the very strong I want to know if you're blind Jo'anna If you want to hear the sound of drums Can't you see that the tide is turning Oh don't make me wait till the morning come Gimme hope, Jo'anna Hope, Jo'anna Gimme hope, Jo'anna 'Fore the morning come Gimme hope, Jo'anna Hope, Jo'anna Hope before the morning come",,
619,"We're coming to the edge Running on the water Coming through the fog Your sons and daughters Let the river run Let all the dreamers Wake the nation Come, the New Jerusalem Silver cities rise The morning lights The streets that meet them And sirens call them on With a song It's asking for the taking Trembling, shaking Oh, my heart is aching We're coming to the edge Running on the water Coming through the fog Your sons and daughters We the great and small Stand on a star And blaze a trail of desire Through the dark'ning dawn It's asking for the taking Come run with me now The sky is the color of blue You've never even seen In the eyes of your lover Oh, my heart is aching We're coming to the edge Running on the water Coming through the fog Your sons and daughters It's asking for the taking Trembling, shaking Oh, my heart is aching We're coming to the edge Running on the water Coming through the fog Your sons and daughters Let the river run (let the river run) Let all the dreamers (let all the dreamers) Wake the nation (wake the nation) Come, the New Jerusalem",,
620,,,
621,,,
622,"Bow down to the queen of noise Crayon eyes draw Boys blood pour some of patti's wine Blood is love inside Auw! melting wax on yr arm Crayon teeth draws blood Blood soaking up all the light Soak me in yr life 'cause you know Blood is gold And you go All the way The way is home Home is gold And you know Yr my soul bow down to the queen of noise Crayon eyes draw Boys blood pour some of patti's wine Blood is love inside Auw! melting wax on yr arm Crayon teeth draws blood Blood soaking up all the light Soak me in yr life 'cause you know Blood is gold And you go All the way The way is home Home is gold And you know Yr my soul, yr my soul, yr my soul Ono soul, ono soul Ono soul, ono soul Ono soul, ono soul Ono soul, ono soul Ono soul, ono soul Ono soul, ono soul Ono soul, ono soul Ono soul, ono soul bow down to the queen of noise Crayon eyes draw Boys blood pour some of patti's wine Blood is love inside Auw! melting wax on yr arm Crayon teeth draws blood Blood soaking up all the light Soak me in yr...",,
623,,,
624,"O, presently I'm standing Here right now You're so demanding Tell me what you want from me Concluding Concentrating on my music, lover, and my babies Makes me wanna ask the lady for a ticket outta town So can I get a window seat Don't want nobody next to me I just want a ticket outta town A look around And a safe touch down Window seat Don't want nobody next to me I just want a chance to fly A chance to cry And a long bye bye But I need you to want me Need you to miss me I need your attention I need you next me I need someone to clap for me I need your direction Somebody say come back Come back baby come back I want you to need me Come back come back baby come back Come back come back baby come back Come back come back baby come back So, in my mind I'm tusslin' Back and forth 'tween here and hustlin' I don't wanna time travel no mo I wanna be here I'm thinking On this porch I'm rockin' Back and forth light Lightning Hopkins If anybody speak to Scotty Tell him beam me up So can I get a window seat Don't want nobody next to me I just want a ticket outta town A look around And a safe touch down Window seat Don't want nobody next to me I just want a chance to fly A chance to cry And a long bye bye But I need you to miss me Need somebody come get me Need your attention Need your energy yes I do Need someone to clap for me Need your affection Somebody say come back Come back baby come back I want u to need me Come back come back baby come back Come back come back baby come back Come back come back baby come back But can I get a window seat Don't want nobody next to me I just want a ticket outta town A look around And a safe touch down I just need a chance to fly A chance to cry And a long Bye bye",,
625,,,
626,"Sight unseen, sadder seas Summer song sung all along Dragged across the seven seas To the beach come follow me Summer's gone a summer song You've wasted every day, every day Cellophane, a grandma's town Summer's letters on the ground Seven pins, the fall begins When the leaves burn, summer ends Summer's gone a summer song You've wasted every day, every day Summer's gone, can't wipe it off my hands Write it in the sand, in the sand Where've my heroes gone today? Mick and Keith and Willie Mays Broken windows trails outside I can take you for a ride Summer's gone a summer song You've wasted every day, every day Summer's gone, can't wipe it off my hands Write it in the sand, in the sand In the sand Summer's gone a summer song You've wasted every day, every day Summer's gone, can't wipe it off my hands Write it in the sand, in the sand In the sand In the sand In the sand In the sand",,
627,,,
628,,,
629,,,
630,,,
631,"You put on your armour You put up defenses What are you on to? Cause I'm here to protect you So take it easy I make it so easy You can lay your head down And we'll leave it 'til tomorrow You seem to believe you belong to somebody else When you leave me alone in this world you know that I'm in hell Do you know what it's like to be lonely and by yourself? When your life is tangled You wear your disguises But what do you need to When I'm standing here beside you So take it easy I make it so easy You can lay your head down And we'll leave it 'til tomorrow You seem to believe you belong to somebody else When you leave me alone in this world you know that I'm in hell Do you know what it's like to be lonely and by yourself? Slipping through my fingers And inside another's Tell me why won't you turn back? You seem to believe you belong to somebody else (You know what it's like, you shouldn't have to be told) When you leave me alone in this world you know that I'm in hell (It's not enough and you're running away) Do you know what it's like to be lonely and by yourself? [repeat 2x]",,
632,"You can run on for a long time Run on for a long time Run on for a long time Sooner or later God'll cut you down Sooner or later God'll cut you down Go tell that long tongue liar Go and tell that midnight rider Tell the rambler, The gambler, The back biter Tell 'em that God's gonna cut 'em down Tell 'em that God's gonna cut 'em down Well my goodness gracious let me tell you the news My head's been wet with the midnight dew I've been down on bended knee talkin' to the man from Galilee He spoke to me in the voice so sweet I thought I heard the shuffle of the angel's feet He called my name and my heart stood still When he said, ""John go do My will!"" Go tell that long tongue liar Go and tell that midnight rider Tell the rambler, The gambler, The back biter Tell 'em that God's gonna cut 'em down Tell 'em that God's gonna cut 'em down You can run on for a long time Run on for a long time Run on for a long time Sooner or later God'll cut you down Sooner or later God'll cut you down Well you may throw your rock and hide your hand Workin' in the dark against your fellow man But as sure as God made black and white What's down in the dark will be brought to the light You can run on for a long time Run on for a long time Run on for a long time Sooner or later God'll cut you down Sooner or later God'll cut you down Go tell that long tongue liar Go and tell that midnight rider Tell the rambler, The gambler, The back biter Tell 'em that God's gonna cut 'em down Tell 'em that God's gonna cut 'em down Tell 'em that God's gonna cut you down",,
633,,,
634,"Come on, oh my star is fading And I swerve out of control If I, if I'd only waited I'd not be stuck here in this hole Come here, oh my star is fading And I swerve out of control And I swear I waited and waited I've got to get out of this hole But time is on your side It's on your side now Not pushing you down and all around It's no cause for concern Come on, oh my star is fading And I see no chance of release And I know I'm dead on the surface But I am screaming underneath And time is on your side Is on your side, It's on your side now Not pushing you down, and all around No it's no cause for concern Stuck on the end of this ball and chain And I'm on my way back down again Stood on a bridge, tied to the noose Sick to the stomach You can say what you mean But it won't change a thing I'm sick of the secrets Stood on the edge, tied to the noose You came along and you cut me loose You came along and you cut me loose You came along and you cut me loose",,
635,"Thanannanananananannananannnana [4x] Boys there how many boyz there? How many? How many tequilas in the place How many beers are in the case? Boys there? How many? Boys there? How many? How many dutty wine swing it away How many shots without the case? Boys there? How many? Boys there? How many? How many mash up and in a haze How many wacky dip fall the head Boys there? How many? Boys there? How many? How many no money boys are crazy [2x] How many boyz are raw How many no money boyz are rowdy How many start a war Hey now Let me go, hey now Can we go ridin' up a dirty track up in Laventille Will you, show me before I make it back somewhere I can chill? Hey now Let me go, hey now Can we go riding up a motor bike up to Sugar Hill Cooking chicken on the wall with the system up on full What we do now [4x] Duppa bounce Dem der duppa bounce Oooo gosh its the new warlord Thanannanananananannananannnana [2x] Boys there how many boyz there? How many? How many no money boys are crazy [2x] How many boyz are raw How many no money boyz are rowdy How many start a war Oooo gosh its the new warlord",,
636,,,
637,"What you want You are You always were What you want You are You always were When the plans fall Changing hands What are the chances Of winning? You, you hold my heart You, you won't let up After when I'm called Touch turns into fisticuffs It's all in your head Wonder if I'm fixed to cut For its statistics In the collected whole We are the hunger That keeps you climing walls It's the one thing you can count on We all end floating away We all end floating away You, you hold my heart You, you won't let up After when I'm called Touch turns into fisticuffs It's all in your head Wonder if I'm fixed to cut Is it your fault? Is it your fault? Is it your fault? Is it your fault? Is it your fault? Is it your fault? Is it your fault? Is it your fault? You You're sinking, so they say You You're finished, so they say You You're buried, so they say You I care when caring fades",,
638,,,
639,,,
640,,,
641,"You know you've got it all wrong  There's no other way to find it You know you gotta be strong  And I really hope you plan to buy it 'Cause that's the way to Passat, babe And that's the car to his soul He will bring you all the millions in gold, child  If you will only let him have his role Everybody wishes you gone  I've got no time to find it And the dealer with the jingly song  Will never match my price reduction 'Cause that's the way to Passat, babe And that's the car to his soul He will bring you all the millions in gold  If you will only let him have his role Yeah, you gotta be strong  There's no other way to fund it All the plantings are young and able  And I hope you find a way to buy it 'Cause that's the way to his heart, babe And that's the way to his soul You got to give him millions in gold, child Before I go the way of the sold And that's the way to his heart, babe And that's the way to his soul You've got to give him millions in gold, child Before I go the way of the sold",,
642,"I'm on the run for my life It's seems that everything that you said was right Has come undone, lost my sight But have you ever thought you've done your best When you were under the gun, that's right I know. I've seen this place before But it's never been so fun Never been so fun I've been on the run, this shadow weighs a ton It's starting to make sense to me I can't really make you love me No, no, you know I can't really make you love me, no, no I've been on the run, my shadow weighs a ton I know I found the recipe for me But I can't really make you love me No, no, you know I can't really make you love me, no, no You know I'm haunted on overseas Haunted on each coast Play them like Ebaneeza I made them see the ghost Back from the future donned in Japanese kimonos Even though the streets show love, try to see me grow I often see me floatin', but my shadow it weighs a ton Call it baggage, I use it all to advantage But I can't make you love me This time it's on you And you can't try to deny, these words when they're true I'm on the run I've been on the run, this shadow weighs a ton It's starting to make sense to me I can't really make you love me No, no, you know I can't really make you love me, no, no I've been on the run, my shadow weighs a ton I know I found the recipe for me But I can't really make you love me No, no, you know I can't really make you love me Oh no, ay yo, cud get to steppin' Your tongue is like a weapon This is cappin' from heaven and yet so are ye's Since the age of seventeen I've been taking apart microphones You've been taking apart men you've blown With glowing skeleton bones In the closet, animals strike curious poses They feel the heat between us But you need a woman's glorious style on diamond to fetus Carry my penis, I'm like the man in the moon When we kissed then you soon on the run I've been on the run, this shadow weighs a ton It's starting to make sense to me I can't really make you love me No, no, you know I can't really make you love me, no, no I've been on the run, my shadow weighs a ton I know I found the recipe for me But I can't really make you love me No, no, you know I can't really make you love me, no, no I can't really make you love me I can't really make you love me I can't really make you love me I can't really make you love me",,
643,"Crush a bit, little bit Roll it up, take a hit Feeling lit, feeling right Two AM, summer night, I don't care Hand on the wheel Driving drunk I'm doing my thang Rolling in the midwest side now Living my life, getting our dreams People told me slow my roll I'm screaming out fuck that I'm a do just what I want Looking ahead no turning back If I fall if I die Know I lived it to the fullest If I fall if I die Know I lived and missed some bullets I'm on the pursuit of happiness and I know Everything that's shine ain't always gonna be gold (hey) I'll be fine once I get it, get it in, I'll be good I'm on the pursuit of happiness and I know Everything that's shine ain't always gonna be gold (hey) I'll be fine once I get it, get it in, I'll be good Tell me what you know about dreamin' (dreamin') You ain't really know bout nothin' (nothin') Tell me what you know about the night terrors every night 5 A-M cold sweats, waking up to the sky Tell me what you know about dreams (dreams) Tell me what you know about night terrors nothin' You don't really care about the trials of tomorrow, Rather lay awake in the bed full of sorrow I'm on the pursuit of happiness and I know Everything that's shine ain't always gonna be gold (hey) I'll be fine once I get it, get it in, I'll be good I'm on the pursuit of happiness and I know Everything that's shine ain't always gonna be gold (hey) I'll be fine once I get it, get it in, I'll be good I'm on the pursuit of happiness and I know Everything that's shine ain't always gonna be gold (hey) I'll be fine once I get it, get it in, I'll be good I'm on the pursuit of happiness and I know Everything that's shine ain't always gonna be gold (hey) I'll be fine once I get it, get it in, I'll be good I'm on the pursuit of happiness and I know Everything that's shine ain't always gonna be gold (hey) I'll be fine once I get it, get it in, I'll be good Pursuit of happiness Yeah, I'm a get it, I'll be, good Ugh Oh man Oh alright Oh, room is spinning, room is spinning Pat, Zule, where, oh fuck Oh my God Why did I drink so much and smoke so much oh",,
644,"It was a fine day in the fifth grade When mary may let bobby walk her home from school He had her books in hand And he was listening to every word she said Like it was the gospel of the prophecies And he loved the way her hair fell across her dress Went home singing who wrote the book of love And try a little tenderness The next day on the playground Bobby sat mary down on the swingset behind the sandbox And she said, ""Bobby I just wanna play, So what is it you have to say?"" He said, ""Mary, marry me. We could live out by the sea Like they do on the movie screen Oh, marry me, Mary May Before you go back to play"" It was graduation day They were waiting on a plane to take mary away Said, ""there's nothing left for me here but you Bobby, I hope you can find yourself through There's so much that I wish to know And I have to do this on my own And I hope you can understand Bobby, write me when you can"" He said, ""take my high school ring So time to time now you can think of me And there's just one more thing before you leave"" He said, ""Mary, marry me We could live out by the sea Oh, like they do on the movie screens Oh, marry me, Mary May, Before you are fly away"" There's so much time has past since that day And Mary stopped writing years ago And Bobby never took his music on the road Guess he never really gave up hope Though Mary she's got everything she thought she wanted Got a Phd, she is an independent business woman Climbin' up the corporate ladder Though it really don't seem to matter She is lonely beyond belief So one day she went home Looking for the only love she'd ever known She found him once again Playing circuit at the Holiday Inn Still singing the song about the one he lost long ago Just goes to show you never know She took his hand in hers Not everything she had planned and rehearsed She said, ""Bobby, marry me We could live in a apartment building with the window hue We could take in movies on the weekend Or plan our vacation Take a honeymoon by the sea Oh Bobby, won't you just marry me? Won't you just marry me? Oh please, marry me"" It was a fine day in the fifth grade Mary may let Bobby walk her home from school...",,
