post,username,mbti,titles_all
1,crazysah, Unknown Personality,['What Song are you listening to now? I am currently listening to Oasis - Falling Down Crazysah']
2,happy, Unknown,"[""Daddy Wasn't There""]"
3,snail, INFP - The Idealists,[]
4,trope, INTP - The Thinkers,['LOOK FOR THE WOMAN - dan le sac Vs Scroobius Pip ']
5,snail, INFP - The Idealists,[]
6,nephilimazrael, INTJ - The Scientists,[]
7,lunniey, INFJ - The Protectors,[]
8,crazysah, Unknown Personality,['Better Than This - Keane']
9,sandova,,[]
10,sandova,,['Feist - Secret Heart ']
11,t-guy, ESTJ - The Guardians,['Rolling Stones - Sympathy for the Devil']
12,happy, Unknown,['The Foundations - Build Me Up Buttercup ']
13,snail, INFP - The Idealists,[]
14,nephilimazrael, INTJ - The Scientists,[]
15,snail, INFP - The Idealists,[]
16,behope, INTP - The Thinkers,[]
17,snail, INFP - The Idealists,['Natural Hallucinogen ']
18,happy, Unknown,[]
19,daylightsun, ENTJ - The Executives,['Modest Mouse - Dashboard']
20,surreal-breakfast, INFP - The Idealists,['The Ballad of You Me &amp; Pooneil - Jefferson Airplane']
21,crazysah, Unknown Personality,['Radiohead - Nude']
22,trope, INTP - The Thinkers,[' Come Together - Sungha Jung']
23,aurora-fire, INFP - The Idealists,['Muse- Ruled by Secrecy - KROQ Almost Acoustic Christmas 2007']
24,behope, INTP - The Thinkers,"[""Linger Fickin' Good- The Revolting Cocks""]"
25,aurora-fire, INFP - The Idealists,[]
26,nightriser, Unknown Personality,"[""Don't Fear the Reaper--Blue Oyster Cult""]"
27,surreal-breakfast, INFP - The Idealists,"[""One of These Days (I'm Going To Cut You Into Little Pieces) - Pink Foyd""]"
28,behope, INTP - The Thinkers,['Soul Sucking Jerk-Beck']
29,allthatjazz,,['heers-someone still loves you boris yeltsin']
30,athenian200, INFJ - The Protectors,['Tragic Anthem']
31,slowriot, INTP - The Thinkers,['In Peak Fitness Condition - Spleen United']
32,mystic-jenn, INFJ - The Protectors,[]
33,mystic-jenn, INFJ - The Protectors,[' Come Together - Sungha Jung']
34,addle1618, INFJ - The Protectors,['Antichrist Television Blues - Arcade Fire']
35,mystic-jenn, INFJ - The Protectors,['Tragic Anthem']
36,mystic-jenn, INFJ - The Protectors,['Natural Hallucinogen ']
37,mystic-jenn, INFJ - The Protectors,['Animals by Coldplay']
38,mystic-jenn, INFJ - The Protectors,['Joe Anderson - Hey Jude ']
39,slowriot, INTP - The Thinkers,['Last.fm/presents The Walkmen - In The New Year']
40,stickynotee, Unknown Personality,[]
41,happy, Unknown,[]
42,snail, INFP - The Idealists,['Neutral Milk Hotel - The King of Carrot Flowers Pt. I']
43,surreal-breakfast, INFP - The Idealists,"[""Science Fiction Double Feature - Richard O'Brien (I love this song!!!!!!)""]"
44,surreal-breakfast, INFP - The Idealists,[]
45,nephilimazrael, INTJ - The Scientists,[]
46,nephilimazrael, INTJ - The Scientists,"['Tonight, Tonight - The Smashing Pumpkins']"
47,nightriser, Unknown Personality,[]
48,nephilimazrael, INTJ - The Scientists,['Angelspit- Skinny Little Bitch']
49,lunniey, INFJ - The Protectors,[]
50,trope, INTP - The Thinkers,[]
51,supakawaii,,[]
52,slowriot, INTP - The Thinkers,[]
53,-mpt-, ENTP - The Visionaries,['Fort Minor - Remember the name!']
54,snail, INFP - The Idealists,[]
55,-mpt-, ENTP - The Visionaries,['Back-On - GAKU-TEN']
56,slowriot, INTP - The Thinkers,['Boards of Canada-in a beautiful place out in the country']
57,happy, Unknown,[]
58,slowriot, INTP - The Thinkers,['Enter Sandman - Metallica']
59,-mpt-, ENTP - The Visionaries,[]
60,slowriot, INTP - The Thinkers,"[""julia fischer Mozart Concerto KV 218 -first part 1'movement"", ""julia fischer Mozart Concerto KV 218 -second part 1'mov.""]"
61,snail, INFP - The Idealists,['Stay Home']
62,mystic-jenn, INFJ - The Protectors,[]
63,de-l-eau-salee, INFP - The Idealists,[]
64,snail, INFP - The Idealists,[]
65,surreal-breakfast, INFP - The Idealists,['My Best Friend - Jefferson Airplane']
66,happy, Unknown,[]
67,arekka, ISFP - The Artists,['Skillet - The Last Night video']
68,arenahomme, ISTP - The Mechanics,[]
69,de-l-eau-salee, INFP - The Idealists,[]
70,trope, INTP - The Thinkers,"[""Somewhere Over the Rainbow - Israel Kamakawiwo'Ole""]"
71,slowriot, INTP - The Thinkers,['The National - Mistaken For Strangers']
72,slowriot, INTP - The Thinkers,['The Black Angels - The Prodigal Sun -']
73,dr-metallic, INTJ - The Scientists,[]
74,happy, Unknown,['Lisa Miskovsky - Still Alive ']
75,mystic-jenn, INFJ - The Protectors,['Kings of Leon- Sex on Fire   from the cd']
76,supakawaii,,['Blondie - Call Me']
77,dionysos,,['The Pixies - Where Is My Mind']
78,prufrok, INFJ - The Protectors,['Fabrizio De Andr\\xc3\\xa8 Live - Fiume Sand Creek']
79,de-l-eau-salee, INFP - The Idealists,['Kings of Leon- Sex on Fire   from the cd']
80,supakawaii,,"['Imogen Heap - ""Let Go']"
81,prufrok, INFJ - The Protectors,[]
82,supakawaii,,[]
83,nephilimazrael, INTJ - The Scientists,[]
84,supakawaii,,[]
85,prufrok, INFJ - The Protectors,[]
86,nightriser, Unknown Personality,['Hard Time Killing Floor Blues']
87,trope, INTP - The Thinkers,['Flobots - handlebars ']
88,slowriot, INTP - The Thinkers,['Blonde Redhead - The Dress ']
89,-mpt-, ENTP - The Visionaries,[]
90,de-l-eau-salee, INFP - The Idealists,['Animal Collective - Leaf House']
91,trope, INTP - The Thinkers,['Stanford Cactus Garden']
92,-mpt-, ENTP - The Visionaries,['The Subways - Rock & Roll Queen - ']
93,de-l-eau-salee, INFP - The Idealists,['Iron and Wine - Boy with a Coin ']
94,spooky, INFP - The Idealists,[]
95,mcgooglian, ISTP - The Mechanics,[]
96,surreal-breakfast, INFP - The Idealists,[]
97,snail, INFP - The Idealists,['Animusic - Aqua Harp']
98,snail, INFP - The Idealists,['Animusic - Acoustic Curves']
99,surreal-breakfast, INFP - The Idealists,['The Modern Things - Bjork']
100,earmo, INTP - The Thinkers,[]
101,nephilimazrael, INTJ - The Scientists,[]
102,zulban, INTP - The Thinkers,[]
103,mystic-jenn, INFJ - The Protectors,[]
104,daylightsun, ENTJ - The Executives,[]
105,mystic-jenn, INFJ - The Protectors,[]
106,-mpt-, ENTP - The Visionaries,[]
107,zulban, INTP - The Thinkers,[]
108,snail, INFP - The Idealists,[]
109,-mpt-, ENTP - The Visionaries,[]
110,nephilimazrael, INTJ - The Scientists,['Akira - Blue Monday ']
111,zulban, INTP - The Thinkers,[]
112,snail, INFP - The Idealists,['Riverside - Conceiving you']
113,trope, INTP - The Thinkers,[]
114,slowriot, INTP - The Thinkers,['The Bug - Skeng']
115,snail, INFP - The Idealists,[]
116,snail, INFP - The Idealists,[]
117,shanoxilt, Unknown Personality,"['Bach, Toccata and Fugue in D minor, organ']"
118,nephilimazrael, INTJ - The Scientists,[]
119,de-l-eau-salee, INFP - The Idealists,['State Radio - Keepsake']
120,slowriot, INTP - The Thinkers,[]
121,slowriot, INTP - The Thinkers,[]
122,slightlybatty, ISFP - The Artists,['twisted sister- my heavy metal christmas']
123,trope, INTP - The Thinkers,[]
124,slowriot, INTP - The Thinkers,"['Reef"" from DJ /Rupture\\\'s Uproot mix', 'An Interview with DJ /Rupture']"
125,addle1618, INFJ - The Protectors,[]
126,snail, INFP - The Idealists,[]
127,addle1618, INFJ - The Protectors,[]
128,surreal-breakfast, INFP - The Idealists,['Let There Be More Light - Pink Floyd']
129,de-l-eau-salee, INFP - The Idealists,[]
130,trope, INTP - The Thinkers,['100 NES  games in 10 minutes!']
131,de-l-eau-salee, INFP - The Idealists,"['100 NES  games in 10 minutes!', 'The Beautiful Girls - Music', 'Jets to Brazil - Sweet Avenue']"
132,de-l-eau-salee, INFP - The Idealists,['Sara Tavares - One Love']
133,surreal-breakfast, INFP - The Idealists,['Clowns - Goldfrapp']
134,surreal-breakfast, INFP - The Idealists,"[""Can't Find My Way Home - Blind Faith""]"
135,earmo, INTP - The Thinkers,"['Arcarsenal"" by At the Drive-In', 'Lifetime: Airport Monday Morning ']"
136,snail, INFP - The Idealists,"['Cocteau Twins ""Theft, and wandering around lost']"
137,mystic-jenn, INFJ - The Protectors,['Wild International - One Day As A Lion']
138,snail, INFP - The Idealists,['Cocteau Twins / Oil Of Angels']
139,mystic-jenn, INFJ - The Protectors,['Radiohead - I Might Be Wrong']
140,nightwine, INFP - The Idealists,"[""The Airborne Toxic Event - Does This Mean You're Moving On? "", ""The Airborne Toxic Event - Does This Mean You're Moving On ""]"
141,mystic-jenn, INFJ - The Protectors,"[""The Airborne Toxic Event - Does This Mean You're Moving On? "", ""The Airborne Toxic Event - Does This Mean You're Moving On ""]"
142,shanoxilt, Unknown Personality,"['I hate everyone"" Get Set Go']"
143,nightriser, Unknown Personality,"[""IA!IA!CTHULHU F'THAGN!""]"
144,mystic-jenn, INFJ - The Protectors,[]
145,mystic-jenn, INFJ - The Protectors,[]
146,snail, INFP - The Idealists,['Talk Talk - DUM DUM GIRL - 1984']
147,daylightsun, ENTJ - The Executives,['Lady Gaga - Poker Face ']
148,daylightsun, ENTJ - The Executives,[]
149,shanoxilt, Unknown Personality,['Gary Jules - Mad World']
150,daylightsun, ENTJ - The Executives,['Gary Jules - Mad World']
151,nightriser, Unknown Personality,['Gary Jules - Mad World']
152,nightwine, INFP - The Idealists,[]
153,daylightsun, ENTJ - The Executives,['The Airborne Toxic Event - Sometime Around Midnight ']
154,daylightsun, ENTJ - The Executives,['Happiness is Overrated  - the Airborne Toxic Event']
155,azothbearer, ISFP - The Artists,"[""Don't Get Lost in Heaven by Gorillaz""]"
156,mystic-jenn, INFJ - The Protectors,[]
157,mystic-jenn, INFJ - The Protectors,['Gary Jules - Mad World']
158,snail, INFP - The Idealists,['Heaven or Las Vegas - Cocteau Twins']
159,-mpt-, ENTP - The Visionaries,[]
160,cjay3113, INFJ - The Protectors,[]
161,mystic-jenn, INFJ - The Protectors,[]
162,-mpt-, ENTP - The Visionaries,[]
163,nightriser, Unknown Personality,['Stay Away--Nirvana']
164,nephilimazrael, INTJ - The Scientists,['Show Me Your Genitals']
165,-mpt-, ENTP - The Visionaries,"['Mac or PC"" Rap  ']"
166,snail, INFP - The Idealists,"['Bitches Ain\\\'t Shit"" Ben Folds']"
167,cjay3113, INFJ - The Protectors,"['""The Quiet Things That No One Ever Knows"" by Brand New']"
168,snail, INFP - The Idealists,"['Take her out of pity', 'Goodbye To Love --The Carpenters']"
169,aurora-fire, INFP - The Idealists,['Manic Street Preachers-A song for departure']
170,snail, INFP - The Idealists,['Komeda - Cul de Sac']
171,nazcapilot, INFJ - The Protectors,[]
172,mystic-jenn, INFJ - The Protectors,[]
173,nephilimazrael, INTJ - The Scientists,[]
174,prufrok, INFJ - The Protectors,[]
175,cjay3113, INFJ - The Protectors,['Brand New - Sic Transit Gloria... Glory Fades ']
176,snail, INFP - The Idealists,['Cloud ']
177,mystic-jenn, INFJ - The Protectors,['CASTLE PROJECT - Apologies']
178,mystic-jenn, INFJ - The Protectors,['Star Mile']
179,shanoxilt, Unknown Personality,['Will I - Musical Rent']
180,spooky, INFP - The Idealists,[]
181,surreal-breakfast, INFP - The Idealists,[]
182,surreal-breakfast, INFP - The Idealists,['Smashing Pumpkins Set The Controls For The Heart Of The Sun']
183,prufrok, INFJ - The Protectors,['Moby - Porcelain']
184,prufrok, INFJ - The Protectors,[]
185,de-l-eau-salee, INFP - The Idealists,['california dreamin']
186,snail, INFP - The Idealists,[]
187,surreal-breakfast, INFP - The Idealists,[]
188,aurora-fire, INFP - The Idealists,[]
189,snail, INFP - The Idealists,"[""Coldplay - Don't Panic""]"
190,trope, INTP - The Thinkers,['Bill Withers - use me']
191,waterlilies, INFP - The Idealists,[]
192,-mpt-, ENTP - The Visionaries,['Akon - Right Now (Na Na Na)']
193,mystic-jenn, INFJ - The Protectors,['Rufus Wainwright - Cigarettes And Chocolate Milk']
194,cjay3113, INFJ - The Protectors,[]
195,mystic-jenn, INFJ - The Protectors,[]
196,telesavant,,['Mood Swing - Folk Implosion']
197,slightlybatty, ISFP - The Artists,[]
198,daylightsun, ENTJ - The Executives,[]
199,mystic-jenn, INFJ - The Protectors,[]
200,mystic-jenn, INFJ - The Protectors,[]
201,cjay3113, INFJ - The Protectors,[]
202,slightlybatty, ISFP - The Artists,[]
203,-mpt-, ENTP - The Visionaries,['Transformers - Pretty Handsome Awkward']
204,cjay3113, INFJ - The Protectors,[]
205,de-l-eau-salee, INFP - The Idealists,['The Beautiful Girls -  Freedom']
206,-mpt-, ENTP - The Visionaries,[]
207,cjay3113, INFJ - The Protectors,[]
208,earmo, INTP - The Thinkers,"[""The Mars Volta - L'Via L'Viaquez"", 'Every Time I Die - ""Ebolarama"" Ferret Music']"
209,infjturnedentp, ENTP - The Visionaries,[]
210,mystic-jenn, INFJ - The Protectors,[]
211,de-l-eau-salee, INFP - The Idealists,[]
212,spooky, INFP - The Idealists,[]
213,nephilimazrael, INTJ - The Scientists,['Tom Lehrer - The Masochism Tango']
214,snail, INFP - The Idealists,['The Drugs Song - Amateur Transplants']
215,zaria, ENFP - The Inspirers,['Max Raabe - Oops I Did It Again ']
216,shai-gar,,['aqua-cartoon heroes']
217,earmo, INTP - The Thinkers,['The Vaselines-Son Of a Gun']
218,zaria, ENFP - The Inspirers,['The Puppini Sisters - Mr Sandman']
219,snail, INFP - The Idealists,"['Vienna Teng Live - ""Mission Street']"
220,daylightsun, ENTJ - The Executives,['chevelle - closure']
221,snail, INFP - The Idealists,"['Vienna Teng Live - ""Shine']"
222,nephilimazrael, INTJ - The Scientists,[]
223,sleepy, ISFP - The Artists,['Bach - Matthaeus Passion - 01']
224,de-l-eau-salee, INFP - The Idealists,['Ray LaMontagne - Let It Be Me']
225,daylightsun, ENTJ - The Executives,"[""Nine Inch Nails- We're in this together"", ""Nine Inch Nails- We're in this together""]"
226,ruyr, INFP - The Idealists,[]
227,earmo, INTP - The Thinkers,[]
228,gopher,,['Little Bastard - Ass Ponys']
229,de-l-eau-salee, INFP - The Idealists,['Kitty-Presidents of the United States of America']
230,spooky, INFP - The Idealists,[]
231,trope, INTP - The Thinkers,['Gymnopedia No 1']
232,daylightsun, ENTJ - The Executives,['Blaqk Audio - If Only']
233,starri, ENFP - The Inspirers,[]
234,#NAME?, INFJ,[]
235,gopher,,[]
236,indigo, INFP - The Idealists,"[""Stop Me If You Think You've Heard This One Before""]"
237,zaria, ENFP - The Inspirers,[]
238,daylightsun, ENTJ - The Executives,"['Robin thicke teach u a lesson live', 'Hex- teach you a lesson ']"
239,sleepy, ISFP - The Artists,['Stravinsky Conducts Firebird']
240,trope, INTP - The Thinkers,[]
241,surreal-breakfast, INFP - The Idealists,[]
242,gopher,,['ska-p consumo gusto']
243,de-l-eau-salee, INFP - The Idealists,['Regina Spektor - Music Box']
244,de-l-eau-salee, INFP - The Idealists,[]
245,moon, INFP,"['Does It Offend You, Yeah? - We Are Rockstars']"
246,efromm, INFP - The Idealists,[]
247,shai-gar,,['DJ Liquid The Hall Of The Mountain King ']
248,trope, INTP - The Thinkers,"[""Flight of the Conchords Ep 4 If You're Into It""]"
249,nephilimazrael, INTJ - The Scientists,['Harry Potter in the Hood w/ H. Piddy']
250,shai-gar,,"[""Flight of the Conchords Ep 4 If You're Into It""]"
251,de-l-eau-salee, INFP - The Idealists,['Dave Matthews Band - Dreamgirl']
252,ruyr, INFP - The Idealists,['sigur ros - untitled #1 ']
253,spooky, INFP - The Idealists,[]
254,moon, INFP,['nin - ghosts II - 14']
255,spooky, INFP - The Idealists,[]
256,addle1618, INFJ - The Protectors,[]
257,spooky, INFP - The Idealists,[]
258,de-l-eau-salee, INFP - The Idealists,['Vampire Weekend - Oxford Comma ']
259,trope, INTP - The Thinkers,['Vampire Weekend - Oxford Comma ']
260,starri, ENFP - The Inspirers,['Kamelot - Anthem ']
261,daylightsun, ENTJ - The Executives,['COLD-NO ONE-LIVE']
262,spooky, INFP - The Idealists,['Stabbing Westward - Why']
263,shai-gar,,['michael buble-sway']
264,spooky, INFP - The Idealists,[]
265,daylightsun, ENTJ - The Executives,[]
266,shai-gar,,[]
267,mcgooglian, ISTP - The Mechanics,[]
268,daylightsun, ENTJ - The Executives,[]
269,daylightsun, ENTJ - The Executives,['Chevelle- No Good ']
270,nightriser, Unknown Personality,[]
271,zulban, INTP - The Thinkers,['Nina Simone - Sinnerman full lenght']
272,zaria, ENFP - The Inspirers,['Maria de Buenos Aires Astorpia quinteto Piazzolla_Tango Argentina']
273,surreal-breakfast, INFP - The Idealists,[]
274,daylightsun, ENTJ - The Executives,[]
275,redforest, INFP - The Idealists,[]
276,redforest, INFP - The Idealists,[]
277,daylightsun, ENTJ - The Executives,"['chevelle - Vitamin R  ', 'A Perfect Circle - 3 Libras']"
278,zaria, ENFP - The Inspirers,[]
279,spooky, INFP - The Idealists,[]
280,daylightsun, ENTJ - The Executives,[]
281,mcgooglian, ISTP - The Mechanics,[]
282,daylightsun, ENTJ - The Executives,[]
283,spooky, INFP - The Idealists,[]
284,mcgooglian, ISTP - The Mechanics,[]
285,daylightsun, ENTJ - The Executives,[]
286,mcgooglian, ISTP - The Mechanics,[]
287,spooky, INFP - The Idealists,[]
288,daylightsun, ENTJ - The Executives,['Dashboard  - Modest Mouse']
289,mcgooglian, ISTP - The Mechanics,[]
290,gopher,,['Dashboard  - Modest Mouse']
291,daylightsun, ENTJ - The Executives,[]
292,spooky, INFP - The Idealists,[]
293,daylightsun, ENTJ - The Executives,[]
294,mcgooglian, ISTP - The Mechanics,[]
295,daylightsun, ENTJ - The Executives,[]
296,cheeeese, ENFJ - The Givers,[]
297,slowriot, INTP - The Thinkers,['Rock Rock Rock']
298,gopher,,[]
299,moon, INFP,[]
300,spooky, INFP - The Idealists,[]
301,bdubs, INTP - The Thinkers,[]
302,trope, INTP - The Thinkers,"['Buck 65 - ""Indestructible Sam,"" live in Regina 2007']"
303,daylightsun, ENTJ - The Executives,[]
304,gopher,,"[""Buck-O-Nine - Jennifer's Cold""]"
305,zaria, ENFP - The Inspirers,['Billie Holiday-Good Morning Heartache ']
306,gopher,,[]
307,cjay3113, INFJ - The Protectors,[]
308,zaria, ENFP - The Inspirers,[]
309,enigma, INFJ - The Protectors,['Angel by Sarah McGlaughlin']
310,efromm, INFP - The Idealists,[]
311,jrquinlisk, INTP - The Thinkers,['Jonathan Coulton Song 2: You Ruined Everything']
312,ruyr, INFP - The Idealists,[]
313,spooky, INFP - The Idealists,['chevelle-the red']
314,zaria, ENFP - The Inspirers,[]
315,peoplewatcher23,,['Ray LaMontagne- You Are The Best Thing']
316,slowriot, INTP - The Thinkers,['Measha Brueggergosman in Copenhagen']
317,gopher,,[]
318,daylightsun, ENTJ - The Executives,['chevelle-the red']
319,daylightsun, ENTJ - The Executives,['Measha Brueggergosman in Copenhagen']
320,behindsmile, INFP,['Regina Spektor- Samson']
321,gopher,,"[""She's so High Above Me-Disney Girls""]"
322,shai-gar,,[]
323,starri, ENFP - The Inspirers,[]
324,zaria, ENFP - The Inspirers,['Edith Piaf - Padam Padam']
325,trope, INTP - The Thinkers,[]
326,daylightsun, ENTJ - The Executives,[]
327,trope, INTP - The Thinkers,[]
328,spooky, INFP - The Idealists,['Mudvayne - Forget To Remember']
329,rachelle, INFP - The Idealists,['Arctic Monkeys - Brianstorm ']
330,de-l-eau-salee, INFP - The Idealists,['State Radio - Keepsake']
331,rachelle, INFP - The Idealists,['Sara Bareilles - Vegas']
332,mcgooglian, ISTP - The Mechanics,[]
333,gopher,,[]
334,gopher,,[]
335,surreal-breakfast, INFP - The Idealists,[]
336,spooky, INFP - The Idealists,[]
337,gopher,,[]
338,ninja-nem, Unknown Personality,['Simon and Garfunkel - Bridge Over Troubled Water ']
339,nephilimazrael, INTJ - The Scientists,[]
340,de-l-eau-salee, INFP - The Idealists,['Leaving On A Jet Plane *Lyricz*']
341,#NAME?, INFJ,[]
342,addle1618, INFJ - The Protectors,['King Crimson - Indiscipline']
343,spooky, INFP - The Idealists,[]
344,ellipsis, INFP - The Idealists,[]
345,zaria, ENFP - The Inspirers,['Je Ne Veux Pas Travailler - Pink Martini ']
346,gopher,,['Keasbey Nights']
347,indigo, INFP - The Idealists,[]
348,moon, INFP,['Jizz In My Pants']
349,indigo, INFP - The Idealists,[]
350,mcgooglian, ISTP - The Mechanics,[]
351,moon, INFP,[]
352,indigo, INFP - The Idealists,['Charlotte Hatherley - Bastardo']
353,de-l-eau-salee, INFP - The Idealists,['Marcy Playground - Sherry Fraser']
354,trope, INTP - The Thinkers,"['Jizz In My Pants', 'Show Me Your Genitals']"
355,gopher,,['Sublime-Wrong way']
356,moon, INFP,[]
357,abright,,[]
358,indigo, INFP - The Idealists,[]
359,moon, INFP,['Freezepop - Tender Lies']
360,spooky, INFP - The Idealists,['Casting Crowns - White Dove Fly High']
361,daylightsun, ENTJ - The Executives,['marylin manson tainted love']
362,surreal-breakfast, INFP - The Idealists,[]
363,indigo, INFP - The Idealists,"['Amy Winehouse - Amy, Amy, Amy']"
364,mcgooglian, ISTP - The Mechanics,['Body Rockers - I like the way you move']
365,mcgooglian, ISTP - The Mechanics,[]
366,gopher,,['Dinosaur Jr - Freak Scene']
367,de-l-eau-salee, INFP - The Idealists,['Shwayze - Lazy Dayz']
368,trope, INTP - The Thinkers,['Mindless Self Indulgence - 2 Hookers and an 8 Ball']
369,slowriot, INTP - The Thinkers,[]
370,slowriot, INTP - The Thinkers,['Covenant Bullet ']
371,snail, INFP - The Idealists,['Shave Yo Legs']
372,de-l-eau-salee, INFP - The Idealists,[]
373,indigo, INFP - The Idealists,['Peaches-Fuck The Pain Away']
374,indigo, INFP - The Idealists,['Somebody To Love/White Rabbit Jefferson Airplane']
375,moon, INFP,['Cowboy Junkies - Sweet Jane']
376,eloi,,"[""August Rush - August's Rhapsody ""]"
377,gopher,,['Nofx-Bob']
378,charlie-chaotic, INTP - The Thinkers,[]
379,spooky, INFP - The Idealists,[]
380,gopher,,['Eric Clapton - Layla']
381,beth, INFJ - The Protectors,[]
382,gopher,,[]
383,eloi,,"[""Blackmore's Night:Green Sleeves""]"
384,surreal-breakfast, INFP - The Idealists,['Diamanda Galas - Judgement Day ']
385,de-l-eau-salee, INFP - The Idealists,['Damien Rice - The professor']
386,nightriser, Unknown Personality,[]
387,snail, INFP - The Idealists,[]
388,moon, INFP,[]
389,-mpt-, ENTP - The Visionaries,[]
390,surreal-breakfast, INFP - The Idealists,[]
391,surreal-breakfast, INFP - The Idealists,[]
392,spooky, INFP - The Idealists,[]
393,moon, INFP,['Hole-Best Sunday Dress']
394,trope, INTP - The Thinkers,['Her Morning Elegance / Oren Lavie']
395,de-l-eau-salee, INFP - The Idealists,['Photo Compilation - Incubus ; Aqueous Transmission']
396,de-l-eau-salee, INFP - The Idealists,['In The Aeroplane Over The Sea']
397,spooky, INFP - The Idealists,[]
398,de-l-eau-salee, INFP - The Idealists,[]
399,shai-gar,,[]
400,de-l-eau-salee, INFP - The Idealists,[]
401,slowriot, INTP - The Thinkers,[]
402,spooky, INFP - The Idealists,[]
403,de-l-eau-salee, INFP - The Idealists,[]
404,spooky, INFP - The Idealists,[]
405,de-l-eau-salee, INFP - The Idealists,[]
406,spooky, INFP - The Idealists,[]
407,de-l-eau-salee, INFP - The Idealists,['Lisa Hannigan - Lille ']
408,surreal-breakfast, INFP - The Idealists,[]
409,rose, INFP - The Idealists,[]
410,beth, INFJ - The Protectors,[]
411,trope, INTP - The Thinkers,['Europe - The Final Countdown - Kazookeylele - Ukulele - Pockets - Cover']
412,indigo, INFP - The Idealists,['the cure - lovecats']
413,indigo, INFP - The Idealists,['Christie Moore - The well below the Valley ']
414,spooky, INFP - The Idealists,[]
415,snail, INFP - The Idealists,[]
416,slowriot, INTP - The Thinkers,['Animal Collective - My Girls ']
417,surreal-breakfast, INFP - The Idealists,"[""Ballad of a thin man - I'm Not There""]"
418,pristinegirl, ENFP - The Inspirers,['Pink Floyd - Another brick in the wall']
419,vchosenone,,['Angels Walk Among Us- Anathema ']
420,obviouslyme, INTP - The Thinkers,[]
421,indigo, INFP - The Idealists,"[""Adele - I Just Wanna Make Love To You - Jools' Hootenanny 2008 - HIGH DEFINITION""]"
422,snail, INFP - The Idealists,[]
423,snail, INFP - The Idealists,['A Little Fall of Rain- London']
424,slowriot, INTP - The Thinkers,['The Cooper Temple Clause - Promises Promises']
425,vchosenone,,['Entwine- Safe In A Dream']
426,surreal-breakfast, INFP - The Idealists,['Boris the Spider - The Who']
427,jrquinlisk, INTP - The Thinkers,[]
428,surreal-breakfast, INFP - The Idealists,[]
429,slowriot, INTP - The Thinkers,"['So Solid Crew - Ride Wid Us', 'Miss Dynamite ft Sticky - BOOOO', 'SNEAKER PIMPS - ""Spin Spin Sugar"" ']"
430,spooky, INFP - The Idealists,[]
431,zaria, ENFP - The Inspirers,[]
432,spooky, INFP - The Idealists,"['Alanis Morissette - Uninvited', 'Garbage- #1 Crush']"
433,mcgooglian, ISTP - The Mechanics,['99 red ballons - Nena']
434,de-l-eau-salee, INFP - The Idealists,[]
435,harlequin,,[]
436,spooky, INFP - The Idealists,[]
437,trope, INTP - The Thinkers,['Beatbox Flute and Cello']
438,gopher,,['Pilfers - Climbing']
439,spooky, INFP - The Idealists,[]
440,de-l-eau-salee, INFP - The Idealists,['You Look Wonderful Tonight Slightly Stoopid w/ tabs']
441,slowriot, INTP - The Thinkers,[]
442,slowriot, INTP - The Thinkers,['The Foreign Exchange - Something To Behold feat. Darien Brockington & Muhsinah']
443,surreal-breakfast, INFP - The Idealists,[]
444,trundle, INTJ - The Scientists,[]
445,trope, INTP - The Thinkers,[]
446,surreal-breakfast, INFP - The Idealists,[]
447,deadhorace, INTP - The Thinkers,[]
448,deadhorace, INTP - The Thinkers,"['She & Him - Why Do You Let Me Stay Here? ', 'Dresden Dolls - ""Coin-Operated Boy"" - Live at Bonnaroo']"
449,gopher,,[]
450,trundle, INTJ - The Scientists,['Bonobo - Silver']
451,slowriot, INTP - The Thinkers,"[""The Flaming Lips '99- Race For The Prize ""]"
452,behindsmile, INFP,[]
453,summoningdark, INTP - The Thinkers,"['The ""F"" Word']"
454,zaria, ENFP - The Inspirers,[]
455,trope, INTP - The Thinkers,['Kingdom Hearts ~ Plastic Stars']
456,banja, ISFP - The Artists,['Shivaree New Casablanca']
457,grim, Unknown Personality,[]
458,spooky, INFP - The Idealists,['Red Pieces']
459,surreal-breakfast, INFP - The Idealists,['Shpongle - Divine moments of truth ']
460,trope, INTP - The Thinkers,['Goldfinger- Superman']
461,slowriot, INTP - The Thinkers,"['Shpongle - Divine moments of truth ', 'Man with no name- Teleport']"
462,zaria, ENFP - The Inspirers,['Jacques Brel - Il y a']
463,slowriot, INTP - The Thinkers,"[""Yosh - It's Whats Upfront That Counts"", 'Thomas Schumacher - When I Rock', 'Kings Of Tomorrow Finally']"
464,summoningdark, INTP - The Thinkers,['Rise Against -  Re-Education  ']
465,de-l-eau-salee, INFP - The Idealists,['SUBLIME: little district']
466,slowriot, INTP - The Thinkers,['UX - Pure Intellect']
467,summoningdark, INTP - The Thinkers,"[""Beatsteaks - I Don't Care As Long As You Sing ""]"
468,trope, INTP - The Thinkers,['Kronos Quartet - Requiem for a Dream ']
469,gengbanghis-khan, INTP - The Thinkers,[]
470,surreal-breakfast, INFP - The Idealists,[]
471,spooky, INFP - The Idealists,[]
472,trope, INTP - The Thinkers,"[""McRoll'd""]"
473,summoningdark, INTP - The Thinkers,['society - Eddie Vedder ']
474,deadhorace, INTP - The Thinkers,"['Come To Daddy', 'All is full of love', 'Cyanotic - Deface Glitch Mode Stomper', 'DJ Acucrack - So To Speak', 'ohGr - cracker']"
