post,username,mbti,titles_all
30525,chilln, INTP - The Thinkers,['Daft Punk - The Game of Love ']
30526,kaisikudo, INFP - The Idealists,['Hollow me - Love exposure soundtrack Yura Yura Teikoku - \\xe7\\xa9\\xba\\xe6\\xb4\\x9e\\xe3\\x81\\xa7\\xe3\\x81\\x99 - \\xe3\\x82\\x86\\xe3\\x82\\x89\\xe3\\x82\\x86\\xe3\\x82\\x89\\xe5\\xb8\\x9d\\xe5\\x9b\\xbd \\xe6\\x84\\x9b\\xe3\\x81\\xae\\xe3\\x82\\x80\\xe3\\x81\\x8d\\xe3\\x81\\xa0\\xe3\\x81\\x97\\xe3\\x81\\xae\\xe3\\x82\\xb5\\xe3\\x82\\xa6\\xe3\\x83\\xb3\\xe3\\x83\\x89\\xe3\\x83\\x88\\xe3\\x83\\xa9\\xe3\\x83\\x83\\xe3\\x82\\xaf']
30527,lemxn, INFJ,['Sia - Chandelier ']
30528,children-of-the-bad-revolution, INFJ - The Protectors,['who invited you? - the donnas']
30529,benevolentbitterbleeding, ISTJ,['Electro Swing Collection']
30530,124567, Unknown,[]
30531,goober, Unknown,['Pearl Jam - Yellow Ledbetter']
30532,kore, Unknown,['THE CALL by KALEIDA ']
30533,quick, INTP,['Lecrae - Outsiders ']
30534,jthearts, ESFJ - The Caregivers,"[""Hell Raisin' Heat of the Summer Slideshow- Florida Georgia Line""]"
30535,narcissus, INTP,[]
30536,cheveyo, Unknown,['Hello Especially - silver spoon end song Full']
30537,toru-okada, Unknown,['GoldenEye Music Uncompressed: Frigate']
30538,lemxn, INFJ,['Muse - Map Of The Problematique ']
30539,tetsuo-shima, INFP - The Idealists,['The Garden of Sinners OST: Into the Light']
30540,lemxn, INFJ,['Britney Spears - Someday ']
30541,psychophant, INFP,['Cage The Elephant - Cigarette Daydreams']
30542,tetsuo-shima, INFP - The Idealists,"[""FIVE NIGHTS AT FREDDY'S 4 SONG  LYRIC VIDEO - DAGames""]"
30543,brian1, ESTP - The Doers,['Blur - Charmless Man']
30544,brian1, ESTP - The Doers,['Blur - Girls And Boys']
30545,metalize, INFJ,['Why - Rascal Flatts ']
30546,tetsuo-shima, INFP - The Idealists,['Kara No Kyoukai OST ']
30547,124567, Unknown,"['Now we are free - Hans Zimmer & Lisa Gerrard ', 'Moby - Whispering Wind - Nature Video']"
30548,whereverimayroam, Unknown Personality,"['Cake - The Distance', 'Cake~ Going the Distance video']"
30549,dana-scully, ISTJ,[]
30550,rambleonrose, INFJ - The Protectors,['Marilyn Manson - Tainted Love ']
30551,tetsuo-shima, INFP - The Idealists,"['Five Nights at Freddy\\\'s 4 Rap by JT Music - ""We Don\\\'t Bite']"
30552,december-flower, INFP - The Idealists,"['STONE TEMPLE PILOTS - ""Plush"" ']"
30553,quecueyew, INFP,"[""Grand Funk Railroad   I'm Your Captain""]"
30554,jagdpanther, INTP,['Coldplay Clocks ']
30555,white-river, INTJ - The Scientists,['Genesis - I Know What I Like ']
30556,dakris, INFP - The Idealists,['The War on Drugs - Under The Pressure ']
30557,paradox1987, ENFP - The Inspirers,"[""Devil's Backbone  - The Civil Wars""]"
30558,minerva1, Unknown Personality,['Queens of the stone age-  better living through chemistry']
30559,sporadic-aura, ENTP,['Operation Ivy - Sound System']
30560,sporadic-aura, ENTP,[]
30561,derange-at-170, ENTP - The Visionaries,['Technical Itch - The Ruckus ']
30562,lemxn, INFJ,[]
30563,ask, Unknown,['Idaho - Shame']
30564,whereverimayroam, Unknown Personality,[]
30565,tetsuo-shima, INFP - The Idealists,"[""Five Nights at Freddy's 3 Song  - Die In A Fire   - Living Tombstone""]"
30566,narcissus, INTP,['Utopia - Singring And The Glass Guitar  ']
30567,blood-roots, INFJ,['Juicy J - Wax']
30568,quick, INTP,['project 86 - six sirens  with Sonny from POD']
30569,whereverimayroam, Unknown Personality,['Liz Phair - Supernova']
30570,psychophant, INFP,['The Bravery - Believe']
30571,hidden-from-sight, INTP - The Thinkers,[]
30572,dawd, Unknown Personality,"['String Quartet No. 4 in C Minor, Op. 18: IV. Allegro - Prestissimo']"
30573,koi-miazaki, ENFP - The Inspirers,[]
30574,theprophetlala, Unknown,['LORDE - Everybody Wants To Rule The World']
30575,lemxn, INFJ,[]
30576,quick, INTP,['As I Lay Dying - Repeating Yesterday']
30577,dakris, INFP - The Idealists,['The Kinks - Apeman ']
30578,sporadic-aura, ENTP,['Streetlight Manifesto - Somewhere In The Between: Full Album']
30579,lemxn, INFJ,['Depeche Mode - Martyr']
30580,waveshine, ENTP,['Beck - Dreams ']
30581,whereverimayroam, Unknown Personality,"['The Smashing Pumpkins - Tonight, Tonight']"
30582,dakris, INFP - The Idealists,[]
30583,tetsuo-shima, INFP - The Idealists,['No Way - The Darkest of the Hillside Thickets']
30584,voicetrocity, ISTJ,['Rocky Horror Picture Show - Over At The Frankenstein Place']
30585,dana-scully, ISTJ,['Bill Callahan - Night']
30586,jthearts, ESFJ - The Caregivers,[]
30587,124567, Unknown,['Hans Zimmer   Requiem for a Dream on Vimeo']
30588,benevolentbitterbleeding, ISTJ,['Nancy Sinatra - As Tears Go By']
30589,paradox1987, ENFP - The Inspirers,['The Civil Wars- I Had Me a Girl ']
30590,lemxn, INFJ,['Dash Berlin feat. Roxanne Emery - Shelter ']
30591,white-river, INTJ - The Scientists,['Porcupine Tree Anesthetize ']
30592,lycrester, INFJ - The Protectors,[]
30593,lemxn, INFJ,[]
30594,witch-of-oreo, INTJ,"['Schokk & Oxxxymiron - \\xd0\\xa2\\xd0\\xbe \\xd0\\xb3\\xd1\\x83\\xd1\\x81\\xd1\\x82\\xd0\\xbe, \\xd1\\x82\\xd0\\xbe \\xd0\\xbf\\xd1\\x83\\xd1\\x81\\xd1\\x82\\xd0\\xbe']"
30595,daniv, ENTJ - The Executives,[]
30596,quick, INTP,"[""Chamillionaire - Ridin' ft. Krayzie Bone""]"
30597,benevolentbitterbleeding, ISTJ,[]
30598,waveshine, ENTP,['Madeon - Beings ']
30599,hidden-from-sight, INTP - The Thinkers,"['Perturbator - ""Future Club"" ']"
30600,faithh, ENTJ - The Executives,[]
30601,millie, INFP,['Turquoise Boy']
30602,metalize, INFJ,['Another Red Light - David Hodges']
30603,quecueyew, INFP,['Violent Femmes - Waiting For the Bus']
30604,metalize, INFJ,['E Nomine - Das Rad Des Schicksals']
30605,yet-another-intj, INTJ,['Sia - Lentil']
30606,lemxn, INFJ,['Depeche Mode - Enjoy The Silence ']
30607,quecueyew, INFP,['Broken Water - Dead Light']
30608,hidden-from-sight, INTP - The Thinkers,['Red Army Choir Polyushka Polye']
30609,observantfool, ISFP,"[""Jonathan Coulton's Re: Your Brains""]"
30610,sily, INFP,"[""Bobby Darin - ''Hello Dolly!''""]"
30611,yet-another-intj, INTJ,['Metallica - The Day That Never Comes ']
30612,threaddeath, Unknown Personality,['Easy Star All-Stars - Brain Damage']
30613,lemxn, INFJ,['Radiohead - Lotus Flower']
30614,watchtower, INFP - The Idealists,['Yo-Yo Ma - Playing Love']
30615,tetsuo-shima, INFP - The Idealists,['Black and White Celestial Tower Remix']
30616,yet-another-intj, INTJ,['Mega Drive - 198XAD ']
30617,blue-soul, INTJ - The Scientists,"['Metallica - The Day That Never Comes ', 'GRAVEYARD - The Apple And The Tree ']"
30618,lemxn, INFJ,['Alan Fitzpatrick - U Said U - Drumcode - DC144']
30619,derange-at-170, ENTP - The Visionaries,[]
30620,noctis, INFP,"['The Elder Scrolls V: Skyrim Soundtrack- All Overworld Exploring Tracks', 'Jeremy Soule - Skyrim Atmosphere']"
30621,theprophetlala, Unknown,"['Purity Ring - Obedear', 'Candice Swanepoel Colcci Jeans Ad Behind The Scenes Shoot']"
30622,blue-soul, INTJ - The Scientists,['Queens of the Stone Age - Long Slow Goodbye']
30623,wartime-consigliere, INTJ,[]
30624,bipedal-p-314, INTP,"[""Green Day - Hitchin' A Ride - "", 'Green Day - When I Come Around - ']"
30625,lemxn, INFJ,['Duman - Y\\xc3\\xbcrek']
30626,yet-another-intj, INTJ,"['Tove Lo - Habits ', 'Tove Lo - Habits  - Hippie Sabotage Remix']"
30627,narcissus, INTP,['Genesis Live BBC Studios Watcher of the Skies']
30628,white-river, INTJ - The Scientists,['Paul Gilbert - Blue Orpheus  **']
30629,narcissus, INTP,['Genesis Live in London: 02 March 1972 The Musical Box']
30630,lemxn, INFJ,"[""Arcade Fire - Abraham's Daughter ""]"
30631,tetsuo-shima, INFP - The Idealists,['Black and White Elite 4 Remix']
30632,hidden-from-sight, INTP - The Thinkers,['Jocelyn Pook - Masked Ball ']
30633,metalize, INFJ,['Comaduster - Hollow Worlds']
30634,strawberrylola, ENFP,['Mindy Gledhill- All About Your Heart -Nie version ']
30635,refugee, INFP - The Idealists,['Disturbed - Stupify ']
30636,yet-another-intj, INTJ,['Kings Of Leon - Pyro']
30637,bipedal-p-314, INTP,['Metallica - Whiskey in the jar']
30638,no_d3n1al, INTJ - The Scientists,['Etherwood - Spoken   - ']
30639,bibliobibuli, Unknown,['Rachel Platten - Fight Song ']
30640,narcissus, INTP,['Rush - Xanadu']
30641,surreal-snake, INFJ,['Joy Division Transmission ']
30642,yet-another-intj, INTJ,['Soundgarden - Fell On Black Days']
30643,blue-soul, INTJ - The Scientists,['Tool- Schism  ']
30644,ask, Unknown,['Superchunk - Slow']
30645,124567, Unknown,"['Spirited Away OST - Reprise / Again ', 'Gheorghe Zamfir - My heart will go on']"
30646,bergid, INTJ - The Scientists,['Bush - Letting the Cables Sleep']
30647,quecueyew, INFP,['Hittin Skittles']
30648,refugee, INFP - The Idealists,[]
30649,ask, Unknown,['Superchunk - Silverleaf and Snowy Tears']
30650,ask, Unknown,"['Bad Luck', 'Hot Chip - you ride, we ride, in my ride']"
30651,strawberryfields4ever, INTP - The Thinkers,['Gary Moore - Still Got the Blues  ']
30652,maggiemay, INFJ,['The Spill Canvas - Connect The Dots ']
30653,tetsuo-shima, INFP - The Idealists,['Kara no Kyoukai intro loop']
30654,theprophetlala, Unknown,['Purity Ring - begin again']
30655,white-river, INTJ - The Scientists,['Pain Of Salvation   Stress']
30656,axe, Unknown Personality,['U.D.O. - Decadent  // official clip // AFM Records']
30657,lemxn, INFJ,['Dido - Here With Me']
30658,yet-another-intj, INTJ,"['Swans ""Lunacy"" ']"
30659,124567, Unknown,"['Borgeous & Shaun Frank - This Could Be Love feat. Delaney Jane ', 'R3HAB & DEORRO - Flashlight ']"
30660,surreal-snake, INFJ,['The Church - Under The Milky Way']
30661,lemxn, INFJ,['Sven V\\xc3\\xa4th live set @ Time Warp  -- 07-12-2013']
30662,spaceman, INTP,['Kara no Kyoukai intro loop']
30663,ask, Unknown,"[""Dag Nasty - Wig Out At Denko's ""]"
30664,lemxn, INFJ,['Adam Beyer - Teach Me - Drumcode - DC132']
30665,kurt-wagner, Unknown,['Radiohead - The King of Limbs ']
30666,kurt-wagner, Unknown,['Pink Floyd - Animals | Full Album ']
30667,ask, Unknown,[]
30668,sevsevens, INTJ - The Scientists,['Elliott Smith - Somebody That I Used To Know']
30669,kore, Unknown,"['Otep ""Head"" ']"
30670,thalassa, ISFP - The Artists,['The Guess Who-No Time']
30671,lemxn, INFJ,['Placebo - Every You Every Me']
30672,donkey-d-kong, INTJ - The Scientists,[]
30673,ask, Unknown,['Red House Painters - Void ']
30674,yet-another-intj, INTJ,['THE D\\xc3\\x98 - Dust it Off ']
30675,multivariate, Unknown Personality,['Canvas Solaris - The Binaural Beat']
30676,wubtavia, ISTP - The Mechanics,"['Haydn - String Quartet in D Minor ""Fifths"" - Mov. 1/4']"
30677,multivariate, Unknown Personality,['Bach - Harpsichord Concerto No.1 in D Minor BWV 1052 - 1/3']
30678,ask, Unknown,['The Day John Henry Died']
30679,hispar, ENFP - The Inspirers,['Tinashe - Cold Sweat']
30680,ask, Unknown,[]
30681,jjcu, Unknown,['Disclosure - Omen ft. Sam Smith']
30682,sevsevens, INTJ - The Scientists,"['Elliott Smith ""Coming Up Roses']"
30683,theprophetlala, Unknown,['Dust Hym - Another Eternity - Purity Ring']
30684,ask, Unknown,['Bob Dylan - Sweetheart Like You']
30685,ask, Unknown,['Suburban Wasteland']
30686,refugee, INFP - The Idealists,"[""Eazy-E - Real Muthaphuckkin G's ""]"
30687,narcissus, INTP,['Genesis - The Cinema Show']
30688,lemxn, INFJ,['The Killers - Desperate']
30689,monsieur-melancholy, INFP,"[""The Cars - My Best Friend's Girl""]"
30690,yet-another-intj, INTJ,['bj\\xc3\\xb6rk: stonemilker ']
30691,dawd, Unknown Personality,[]
30692,monsieur-melancholy, INFP,['Nickelback - This Means War ']
30693,ask, Unknown,['Speed Read-Jimmy Eat World']
30694,donkey-d-kong, INTJ - The Scientists,[]
30695,lemxn, INFJ,"[""Rammstein - ''Du Hast''- Wacken 3D - Live - ""]"
30696,narcissus, INTP,['Legend of Zelda - Main Theme on Marimba']
30697,ask, Unknown,[]
30698,aya-the-abysswalker, ENFP,"['Quiet\\\'s Theme"" - Complete - Metal Gear Solid V: The Phantom Pain']"
30699,lemxn, INFJ,"['SIA - Chandelier   ""Post-Hardcore']"
30700,124567, Unknown,['3 HOURS The Best Relaxing Piano Flute Music Ever']
30701,donkey-d-kong, INTJ - The Scientists,['Spongebob Meets Bass']
30702,quecueyew, INFP,[]
30703,tetsuo-shima, INFP - The Idealists,['Yuki Kajiura-Kara no Kyoukai- Fight themes']
30704,sporadic-aura, ENTP,['J. Roddy Walston & The Business - Essential Tremors Album Stream']
30705,narcissus, INTP,['Genesis Watcher of the Skies Live Shepperton Studios 16mm  - 30/31 October 1973']
30706,tetsuo-shima, INFP - The Idealists,['Pokemon Platinum - Arceus Theme - Extended']
30707,narcissus, INTP,"['Genesis - The Musical Box , Belgian TV - Six Hours Live']"
30708,tetsuo-shima, INFP - The Idealists,[]
30709,deadlyrefridgerator, Unknown Personality,['Decapitated - Blessed ']
30710,bipedal-p-314, INTP,['The Five Stars - Atom Bomb Baby  ']
30711,narcissus, INTP,['Genesis - Dancing with the Moonlit Knight']
30712,dana-scully, ISTJ,"['Disney\\\'s Frozen ""Let It Go"" Sequence Performed by Idina Menzel']"
30713,darker, Unknown Personality,['Broods - Bridges']
30714,cheveyo, Unknown,"['Dirty Vegas -  ""Days Go By"" ']"
30715,lemxn, INFJ,['Moby - Porcelain']
30716,whereverimayroam, Unknown Personality,['Static-X - You am i.mpg']
30717,124567, Unknown,"[""I Love You... I'll Kill You - Enigma"", 'ENIGMA "" Mea Culpa""  ']"
30718,ask, Unknown,['Nine Inch Nails The Perfect Drug']
30719,lemxn, INFJ,['Richie Hawtin - Watergate Berlin']
30720,ask, Unknown,"['Pavement - And Then  - BEST Version', 'Pavement - Harness Your Hopes']"
30721,donkey-d-kong, INTJ - The Scientists,['Bruce Springsteen - Born to Run']
30722,quecueyew, INFP,['Colours: Hot Chip']
30723,kaisikudo, INFP - The Idealists,['Darwin Deez - Kill Your Attitude']
30724,whereverimayroam, Unknown Personality,['Deftones - Jealous Guy']
30725,aya-the-abysswalker, ENFP,['We Are Finally Cowboys - No More Heroes Music Extended']
30726,tetsuo-shima, INFP - The Idealists,[]
30727,glurp, INTJ - The Scientists,['Alan Parker & Alan Hawkshaw - The Difference']
30728,ask, Unknown,['American Football - The Summer Ends ']
30729,benevolentbitterbleeding, ISTJ,[]
30730,theprophetlala, Unknown,['Rihanna - Skin']
30731,ace-face, Unknown,['Final Boss - Sonic the Hedgehog 2  Music Extended']
30732,ask, Unknown,"[""I Can't Find My Way Home""]"
30733,ask, Unknown,[]
30734,yet-another-intj, INTJ,['Moby - Why Does My Heart Feel So Bad?']
30735,groovy, INFJ,['Erykah Badu - On & On']
30736,yet-another-intj, INTJ,[]
30737,twistedmuses, ENFP - The Inspirers,"['Phantogram - ""Don\\\'t Move"" ']"
30738,whereverimayroam, Unknown Personality,['Poison the Well - Parks and Waht You Meant to Me ']
30739,tetsuo-shima, INFP - The Idealists,[]
30740,donkey-d-kong, INTJ - The Scientists,['Def Leppard - Hysteria']
30741,theprophetlala, Unknown,['In The Night']
30742,bipedal-p-314, INTP,['The Offspring - Walla Walla']
30743,petrahygen, INTP - The Thinkers,[]
30744,yet-another-intj, INTJ,[]
30745,lemxn, INFJ,['\\xc3\\x93lafur Arnalds - Reclaim ']
30746,donkey-d-kong, INTJ - The Scientists,[]
30747,ask, Unknown,['Lou Reed - My Old Man']
30748,ask, Unknown,['Mean To March']
30749,whereverimayroam, Unknown Personality,"['HELLYEAH - Band of Brothers', 'Rob Zombie - Superbeast ']"
30750,aya-the-abysswalker, ENFP,[]
30751,dana-scully, ISTJ,['Mazzy Star - Into Dust']
30752,ace-face, Unknown,['Enigma - Beyond The Invisible']
30753,yet-another-intj, INTJ,"['stay crunchy"" - messin with an e-piano sound', 'Stay Crunchy - Drum Cover - Ronald Jenkees']"
30754,theprophetlala, Unknown,['Angel']
30755,lemxn, INFJ,"['Alan Fitzpatrick - Love Siren  ', 'Orkestrated - Huntsman ']"
30756,kaisikudo, INFP - The Idealists,"['Reptar - ""Amanda"" ']"
30757,quecueyew, INFP,['The Rolling Stones-19th Nervous Breakdown']
30758,124567, Unknown,['Within Temptation - Apologize ']
30759,bipedal-p-314, INTP,['Slipknot - Psychosocial -   Full']
30760,lemxn, INFJ,['John Creamer & Stephane K feat Nkemdi - I Wish You Were Here']
30761,metalize, INFJ,['E.S. Posthumus - Kuvera']
30762,observantfool, ISFP,['Tristam - I Remember']
30763,zenobia, Unknown Personality,"['Hayley Kiyoko - Girls Like Girls ', ""Fran\\xc3\\xa7oise Hardy - Le Temps de l'Amour""]"
30764,captainquirk, INFJ - The Protectors,['\\xe3\\x80\\x90Electro House\\xe3\\x80\\x91Marnik - Hocus Pocus ']
30765,allergy, ISTP - The Mechanics,"[""The Antlers - I Don't Want Love ""]"
30766,bipedal-p-314, INTP,['38 Special - Trooper With an Attitude']
30767,barathrum, Unknown,"['SBTRKT - Trials of the Past', 'The XX - You Got The Love ']"
30768,peter-pettishrooms, INTJ,"['Regina - Jos et s\\xc3\\xa4 soita', 'Hyperstation - Sonic Youth']"
30769,quick, INTP,['Sioux Lane Spirits']
30770,aya-the-abysswalker, ENFP,[]
30771,blue-soul, INTJ - The Scientists,['Thin Lizzy - The Hero And The Madman']
30772,aya-the-abysswalker, ENFP,[]
30773,peter-pettishrooms, INTJ,"['Lawrence Liquors', 'Asobi Seksu - Red Sea']"
30774,ask, Unknown,"[""A Rock 'n' Roll Fantasy""]"
30775,narcissus, INTP,[]
30776,blood-roots, INFJ,['Halsey - Gasoline ']
30777,ask, Unknown,['Slate']
30778,theprophetlala, Unknown,['Lana Del Rey - Young and Beautiful']
30779,theprophetlala, Unknown,['Halsey - Gasoline ']
30780,blood-roots, INFJ,['Drake - Energy']
30781,petrahygen, INTP - The Thinkers,['Chevelle - Well Enough Alone']
30782,tetsuo-shima, INFP - The Idealists,['paprika parade ~full ~']
30783,dana-scully, ISTJ,['Ga\\xc3\\xabtan Roussel - Help Myself ']
30784,yet-another-intj, INTJ,"['The Smashing Pumpkins ""Space Oddity"" Guitar Center Sessions on DIRECTV']"
30785,surreal-snake, INFJ,['Joy Division - Transmission ']
30786,aya-the-abysswalker, ENFP,[]
30787,theprophetlala, Unknown,['Melanie Martinez - Soap']
30788,aya-the-abysswalker, ENFP,['NieR Tribute Album - echo - \\xe5\\xa4\\x8f\\xe3\\x83\\x8e\\xe9\\x9b\\xaa~\\xe5\\x85\\xa8\\xe3\\x83\\x86\\xe3\\x83\\xb2\\xe7\\xa0\\xb4\\xe5\\xa3\\x8a\\xe3\\x82\\xb9\\xe3\\x83\\xab\\xe9\\xbb\\x92\\xe3\\x82\\xad\\xe5\\xb7\\xa8\\xe4\\xba\\xba\\xef\\xbc\\x88Snow in Summer ~ The Dark Collosus Destroys All \\xef\\xbc\\x89']
30789,sink, Unknown,"['The Smashing Pumpkins ""Space Oddity"" Guitar Center Sessions on DIRECTV', 'Space Oddity-  Jimmy Flemion and Billy Corgan']"
30790,yet-another-intj, INTJ,['Frank Zappa - Inca Roads ']
30791,metalize, INFJ,"['E.S. Posthumus - Isfahan', 'Within Temptation The SwanSong']"
30792,yet-another-intj, INTJ,['The Cranberries - Roses - Le Live']
30793,ask, Unknown,"['Mike Krol ""Fourth Of July']"
30794,yet-another-intj, INTJ,"['And So I Watch You From Afar - ""Animal Ghosts"" ', 'And So I Watch You From Afar - a little bit of Solidarity goes a long Way - live in Paris']"
30795,blue-soul, INTJ - The Scientists,[]
30796,aya-the-abysswalker, ENFP,"['And So I Watch You From Afar - ""Animal Ghosts"" ', 'And So I Watch You From Afar - a little bit of Solidarity goes a long Way - live in Paris', 'This Is Your Captain Speaking - Storyboard ']"
30797,yet-another-intj, INTJ,['The Black Keys - Lonely Boy ']
30798,ask, Unknown,['Dag Nasty - Can I Say ']
30799,libertyprime, ISTP,['Tankcsapda - A legjobb m\\xc3\\xa9reg ']
30800,124567, Unknown,[]
30801,aya-the-abysswalker, ENFP,['NieR Tribute Album - echo - \\xe3\\x82\\xab\\xe3\\x82\\xa4\\xe3\\x83\\x8d - \\xe6\\x95\\x91\\xe6\\xb5\\x8e ~ \\xe3\\x82\\xab\\xe3\\x82\\xa4\\xe3\\x83\\x8d - \\xe9\\x80\\x83\\xe9\\x81\\xbf \\xef\\xbc\\x88Kaine - Salvation/Escape\\xef\\xbc\\x89']
30802,blue-soul, INTJ - The Scientists,['Ghost - From The Pinnacle To The Pit']
30803,yet-another-intj, INTJ,['Zechs Marquise - Mega Slap']
30804,tetsuo-shima, INFP - The Idealists,[]
30805,blue-soul, INTJ - The Scientists,['Zechs Marquise - Mega Slap']
30806,blue-soul, INTJ - The Scientists,['William Honda - The Dirt ']
30807,peter-pettishrooms, INTJ,['EarlWolf -- Orange Juice ']
30808,lemxn, INFJ,"[""Say You'll Be There  ""]"
30809,yet-another-intj, INTJ,"['Monte Montgomery - ""Little Wing"" LIVE at Budro\\\'s Rib Joint - Ardmore, OK']"
30810,metalize, INFJ,['Halestorm Ft James Michael-Private Parts']
30811,yet-another-intj, INTJ,"['OCEAN - John Butler - 2012 Studio Version', 'John Butler Trio - Foundation']"
30812,sicksadworlds, ISFP,['Massive Attack - Paradise Circus ']
30813,lemxn, INFJ,['Justin Timberlake Rock in Rio Lisboa 2014 COMPLETO']
30814,ask, Unknown,['Step into the Light']
30815,observantfool, ISFP,['Faun - Unda']
30816,donkey-d-kong, INTJ - The Scientists,['The Mountain Goats - Alpha Rats Nest - Tallahassee']
30817,roman-empire, Unknown,['Michael Jackson - Dangerous Live  1995 MTV Awards']
30818,ziwosa, Unknown Personality,['Goldfrapp - Drew ']
30819,blue-soul, INTJ - The Scientists,['Goldfrapp - Drew ']
30820,blue-soul, INTJ - The Scientists,['The Black Keys ~ Have Mercy On Me']
30821,miriamisfj, ISFJ - The Nurturers,[]
30822,deadlyrefridgerator, Unknown Personality,['Hate Eternal - Pathogenic Apathy']
30823,blue-soul, INTJ - The Scientists,['Tool - Right in Two ']
30824,aya-the-abysswalker, ENFP,['NieR Tribute Album - echo - Suite Of Nier ']
30825,lemxn, INFJ,['Justin Timberlake - Tunnel Vision']
30826,aletheia, INFJ,['Doja Cat - Trauma']
30827,lemxn, INFJ,['Justin Timberlake - Let The Groove Get In ']
30828,cheveyo, Unknown,['Rocky Horror Picture Show - Sweet Transvestite']
30829,124567, Unknown,['Dream Trance- The Lonely Shepherd']
30830,amadis, ENFP - The Inspirers,['Lover Girl ~ Teena Marie']
30831,blindspots, Unknown,[]
30832,jakuri, INFP,"['Tales of Symphonia Inori No Kanata Complete  + Sub English', 'Deemo: ""Fluquor"" Song - Subbed']"
30833,heaveninawildflower, Unknown,['Pop Evil - Behind Closed Doors']
30834,vis-vitalis, INTP,['The Joy Formidable - Cradle']
30835,witch-of-oreo, INTJ,"['Autechre - Cavity Job , Cavity Job.']"
30836,quecueyew, INFP,['Baby Said']
30837,mschievious, INFJ,['Witchy Woman - Eagles']
30838,ace-face, Unknown,['Gorillaz - Doncamatic ']
30839,bipedal-p-314, INTP,['coldplay-Trouble']
30840,kore, Unknown,['ROMN - Collide']
30841,railroad-maail, ENFP - The Inspirers,[]
30842,aya-the-abysswalker, ENFP,['El Shaddai  - Disc One - 01 - Theme Of El Shaddai']
30843,whereverimayroam, Unknown Personality,"[""Deftones - You've Seen The Butcher "", 'Deftones - Beauty School ']"
30844,aya-the-abysswalker, ENFP,['Deus Ex: Human Revolution  - 07 - The Mole']
30845,worthless, ENFP,[]
30846,aya-the-abysswalker, ENFP,['Trevor Something - Your Sex Is A Dream']
30847,kaisikudo, INFP - The Idealists,['Chaos Chaos  - Do You Feel It?']
30848,aya-the-abysswalker, ENFP,['Trevor Something - Parasite ']
30849,theprophetlala, Unknown,"['MARINA AND THE DIAMONDS | PART 4: \\xe2\\x99\\xa1 ""PRIMADONNA"" \\xe2\\x99\\xa1']"
30850,aletheia, INFJ,['PYRMDPLAZA - Ventilate']
30851,mschievious, INFJ,"['Train - Hey, Soul Sister']"
30852,tetsuo-shima, INFP - The Idealists,['Believing in Justice - Maho Shoujo Madoka\\xe2\\x98\\x86Magica ']
30853,jjcu, Unknown,['Sebastian Mikael - Money ']
30854,ask, Unknown,['As I Went out One Morning']
30855,quick, INTP,['Ultimate Metalstep Mix']
30856,124567, Unknown,['Bliss - Quiet Letters ']
30857,kurt-wagner, Unknown,['Beck - Lost Cause']
30858,yet-another-intj, INTJ,['And So I Watch You From Afar - Gangs - 3/ Search:Party:Animal']
30859,disfigurine, Unknown Personality,['The Kills - Future Starts Slow']
30860,yet-another-intj, INTJ,['And So I Watch You From Afar - Gangs - 1/ BEAUTIFULUNIVERSEMASTERCHAMPION']
30861,aya-the-abysswalker, ENFP,[]
30862,lemxn, INFJ,['Hernan Cattaneo - Live at Moonpark  2003-04-05']
30863,ace-face, Unknown,['System Of A Down - Violent Pornography #07']
30864,blothmath, Unknown,['Nujabes - Aruarian dance']
30865,yet-another-intj, INTJ,['Bj\\xc3\\xb6rk - Stonemilker - ']
30866,ask, Unknown,"[""Superchunk 02/01/1992 - Norman, OK @ Kelly's""]"
30867,surreal-snake, INFJ,['Thrill Kill Kult - A Daisy Chain 4 Satan']
30868,aya-the-abysswalker, ENFP,['Trevor Something - Parasite ']
30869,surreal-snake, INFJ,['Talking Heads - Life During Wartime ']
30870,lemxn, INFJ,['La prima vez - Owain Phyfe']
30871,metalize, INFJ,['Celldweller - Louder Than Words']
30872,thalassa, ISFP - The Artists,['Lana Del Rey - Music To Watch Boys To ']
30873,refugee, INFP - The Idealists,"[""Little Richard :::: Keep A-Knockin'.""]"
30874,surreal-snake, INFJ,"['The Plasmatics "" Butcher Baby ']"
30875,lemxn, INFJ,['Kimbra - Miracle ']
30876,theprophetlala, Unknown,['Halsey - Roman Holiday ']
30877,ask, Unknown,['R.E.M. - She Just Wants To Be ']
30878,legendaryboobs, ISFP,"['C\\xc5\\x93ur de pirate - Drapeau blanc', 'C\\xc5\\x93ur de pirate - Carry On']"
30879,biracial, INTJ - The Scientists,['Zap Mama Guzophela Anti apartheid song in zulu']
30880,balinka, INFJ,['david bowie - space oddity']
30881,yasminec19, INTJ,['Queens Of The Stone Age - Go With The Flow']
30882,saint-d-savage, INTP,['Gorillaz - DARE']
30883,yet-another-intj, INTJ,['The Black Keys - Little Black Submarines - Lowlands 2012']
30884,yet-another-intj, INTJ,['Ataxia - AW II ']
30885,lemxn, INFJ,[]
30886,metalize, INFJ,"[""Ilaria Graziano - I can't be cool""]"
30887,fieryredheaded1, INFP - The Idealists,[]
30888,yasminec19, INTJ,['Homestuck - Carne Vale Re-Extended']
30889,blothmath, Unknown,[]
30890,salvinazerelda, Unknown Personality,['Mad Max Gameplay Trailer Song ']
