,0,1,2
771,Mm ba ba de Um bum ba de Um bu bu bum da de Pressure pushing down on me Pressing down on you no man ask for Under pressure that brings a building down Splits a family in two Puts people on streets Um ba ba be Um ba ba be De day da Ee day da - that's okay It's the terror of knowing What the world is about Watching some good friends Screaming 'Let me out' Pray tomorrow gets me higher Pressure on people people on streets Day day de mm hm Da da da ba ba Okay Chippin' around - kick my brains around the floor These are the days it never rains but it pours Ee do ba be Ee da ba ba ba Um bo bo Be lap People on streets - ee da de da de People on streets - ee da de da de da de da It's the terror of knowing What this world is about Watching some good friends Screaming 'Let me out' Pray tomorrow - gets me higher higher high Pressure on people people on streets Turned away from it all like a blind man Sat on a fence but it don't work Keep coming up with love but it's so slashed and torn Why - why - why? Love love love love love Insanity laughs under pressure we're breaking Can't we give ourselves one more chance Why can't we give love that one more chance Why can't we give love give love give love give love Give love give love give love give love give love 'Cause love's such an old fashioned word And love dares you to care for The people on the (People on streets) edge of the night And loves (People on streets) dares you to change our way of Caring about ourselves This is our last dance This is our last dance This is ourselves Under pressure Under pressure Pressure,,
772,,,
773,,,
774,"Manage me, I'm a mess Turn a page, I'm a book half unread I wanna be laughed at, laughed with, just because I wanna feel weightless and that should be enough Well I'm stuck in this fucking rut Waiting on a second-hand pick-me-up And I'm over getting older If I could just find the time Then I would never let another day go by I'm over getting old Maybe it's not my weekend but it's gonna be my year And I'm so sick of watching while the minutes pass as I go nowhere And this is my reaction to everything I fear 'Cause I've been going crazy, I don't wanna waste another minute here I make believe that I impress That every word, by design, turns a head I wanna feel reckless, wanna live it up just because I wanna feel weightless 'cause that would be enough If I could just find the time Then I would never let another day go by I'm over getting old Maybe it's not my weekend but it's gonna be my year And I'm so sick of watching while the minutes pass as I go nowhere And this is my reaction to everything I fear 'Cause I've been going crazy, I don't wanna waste another minute here This could be all that I've waited for (I've waited, I've waited for) And this could be everything I don't wanna dream anymore Maybe it's not my weekend but it's gonna be my year And I've been going crazy, I'm stuck in here Maybe it's not my weekend but it's gonna be my year (It's gonna be my year) And I'm so sick of watching while the minutes pass as I go nowhere (Go nowhere) And this is my reaction to everything I fear (Everything I fear) 'Cause I've been going crazy, I don't want to waste another minute here",,
775,,,
776,Its spitting Angels die with you,,
777,,,
778,,,
779,,,
780,"And when I see you I really see you upside down But my brain knows better  It picks you up and turns you around Turns you around, turns you around If you feel discouraged  When there's a lack of color here Please don't worry lover  It's really bursting at the seams From absorbing everything, the spectrum's A to Z This is fact not fiction  For the first time in years All the girls in every gillie magazine  Can't make me feel any less alone I'm reaching for the phone  To call at 7:03 and on your machine I slur a plea for you to come home But I know it's too late And I should have given you a reason to stay Given you a reason to stay  Given you a reason to stay Given you a reason to stay This is fact, not fiction  For the first time in years",,
781,"The lake is frozen over The trees are white with snow And all around reminders of you Are everywhere I go It's late and morning's in no hurry But sleep won't set me free I lie awake and try to recall How your body felt beside me When silence gets too hard to handle And the night too long This is how I see you In the snow on Christmas morning Love and happiness surround you As you throw your arms up to the sky I keep this moment by and by Oh I miss you now, my love Merry Christmas, Merry Christmas Merry Christmas, my love Sense the joy fills the air And I daydream and I stare Up at the tree and I see Your star up there This is how I see you In the snow on Christmas morning Love and happiness surround you As you throw your arms up to the sky I keep this moment by and by",,
782,,,
783,,,
784,"In the dark , We come out and play We are its children, And were here to stay Running through , Hungry for strays No invitation, take me away I'm not cruel, But that's still what you see Club to club, Come see this city with me Hungry for life, Without your pity I don't want it, But you give it Still can't say she won't start up Still can't say she won't start up a fight You go city Cause in the city of life she can't she can't wait In the darkness, A killer awaits To kill a life, And the lies you make You do another, So this death can live Just keep on dancing, To the movie your in The smell of your sweat, Just lures me in Your heartbeat, Does sing to me Running feet, Beats my blood My ghost inside you, Soon will be Still can't say she won't start up Still can't say she won't start up a fight You go city Cause in the city of life she can't she can't wait Hungry for strays, hungry for life, no invitate your pity I don't want sex but you give it Still can't say she won't start up Still can't say she won't start up a fight You go city Cause in the city of life she can't she can't wait [x2] Now its over, You've taken your life The dark grows thin, And I'm left to hide I don't regret it, But its sad anyway Now were both dead, And scared of the black This life of games, And diligent trust Its the things we do, Or the things we must I'm now tired of being cussed So go sleep forever end to dust",,
785,,,
786,All of these folks On the TV have their reasons Like you on your hill Consuming en maze with your buddies Every time I watch them all go by I take in a breath and let out a sigh I don't know how much of this I can handle Excuse me is my rant taking too long? Is it getting in the way of this lovely song? Just promise me that you'll never leave I'd die if you leave me When I was young All of these things didn't matter But now times have changed And I wasn't paying attention So fuck you and your mass media toys That make being alive seem like a chore I don't know how much of this I can handle Excuse me is my rant taking too long? Is it getting in the way of this lovely song? Just promise me that you'll never leave I'd die if you leave me,,
787,"Uhh, yeah He just sits, and watches the people in the boxes Everything he sees he absorbs and adopts it Hee mimics and he mocks it Really hates the box but he can't remember how to stop, it Uhh, so he continues to watch it Hopin that it'll give him somethin' that he can box with Or how the locksmith, see the box as, locked in the box Ain't got the combination to unlock, it That's why he watch-es, scared to look away 'Cause at that moment, it might show him What to take off the locks with So he chained hisself to the box, took a lock and then he locked it Swallowed the combination and then forgot, it As the doctors jot it all down, with they pens and pencils The same ones that took away his voice And just left this instrumental, like that And he never lies (he never lies, he never lies, uhh) And he never lies (uhh, he never lies, he never lies, no) And he never lies (he never lies) 'Cause he never said anything at all He just sits, and listens to the people in the boxes Everything he hears he absorbs and adopts it Anything not comin out the box he blocks it See he loves to box and hope they never stop it Anything the box tell him to do, he does it Anything it tell him to get, he shops and he cops it He protects the box, locks it in a box When he goes to sleep, but he never sleeps 'Cause he stays up to watch it, scared to look away 'Cause at that moment, it might get stolen And that's the last of the boxes So he chained himself to the box, took a lock and then he locked it Swallowed the combination and then forgot, it As the doctors jot it all down, with they pens and pencils The same ones that took away his voice And just left this instrumental, like that He never lies Uhh, and you can't tell me just who you are You buy new clothes to hide those scars You built that roof just to hide those stars Now you can't take it back to the start And you can't tell me just who you are You burn them flows just to hide those scars You built that roof just to hide those stars Now you can't take it back to the start Uhh, and you can't tell me just who you are You burn them flows just to hide those scars You built that roof just to hide those stars Now you can't take it back to the start And you can't tell me just who you are You burn them flows just to hide those scars You built that roof just to hide those stars Now you can't take it back to the start",,
788,,,
789,,,
790,,,
791,Don't let me out of this kiss Don't let me say what I say The things that scare us today What if they happen someday Don't let me out of your arms For now What if the sword kills the pen What if the god kills the man And if he does it with love Well then it's death from above And death from above is still a death I don't want to live without you I don't want to live without you I don't want to live I don't want to live Without you I don't want to live I don't want to live Without you For those who still can recall The desperate colors of fall The sweet caresses of May Only in poems remain No one recites them these days For the shame So what if nothing is safe So what if no one is saved No matter how sweet No matter how brave What if each to his own lonely grave I don't want to live without you I don't want to live without you I don't want to live I don't want to live Without you I don't want to live I don't want to live Without you I don't want to live I don't want to live Without you I don't want to live I don't want to live Without you,,
792,Back down And touch  The door is shut  In the end  You're just too close  There's no-one here  There's no-one there  I still can't tell  Try this  And you might find  I'm in your face  I see your face  The air is cold  I'm still on hold  I still can't tell  What's been said  Your Hands around my throat  Ask me to let go  Your Hands around my throat  Your Hands around my throat  Your Hands around my throat,,
793,,,
794,"I don't care if Monday's blue Tuesday's gray and Wednesday too Thursday I don't care about you It's Friday I'm in love Monday you can fall apart Tuesday Wednesday break my heart Oh, Thursday doesn't even start It's Friday I'm in love Saturday wait And Sunday always comes too late But Friday never hesitate I don't care if Monday's black Tuesday, Wednesday heart attack Thursday never looking back It's Friday I'm in love Monday you can hold your head Tuesday, Wednesday stay in bed Or Thursday watch the walls instead It's Friday I'm in love Saturday wait And Sunday always comes too late But Friday never hesitate Dressed up to the eyes It's a wonderful surprise To see your shoes and your spirits rise Throwing out your frown And just smiling at the sound And as sleek as a shriek Spinning round and round Always take a big bite It's such a gorgeous sight To see you in the middle of the night You can never get enough Enough of this stuff It's Friday I'm in love I don't care if Monday's blue Tuesday's gray and Wednesday too Thursday I don't care about you It's Friday I'm in love Monday you can fall apart Tuesday, Wednesday break my heart Thursday doesn't even start It's Friday I'm in love",,
795,,,
796,"Yeah... It's that real this time around Immortal Technique... Revolutionary Vol. 2 It's on now mother fucker Lock and load! This is the point of no return I could never go back Life without parole up state shackled and trapped Living in the hole, lookin' at the world through a crack But fuck that, I'd rather shoot it out and get clapped I've gone too far, there ain't no coming back for me Auschwitz gas chamber full of Zyklon-be Just like the Spanish exterminating Tynos Raping the black and Indian women, creating Latinos Mother fuckers made me out of self righteous hatred And you got yourself a virus, stuck in the Matrix A suicide bomber strapped and ready to blow Lethal injection strapped down ready to go Don't you understand they'll never let me live out in peace Concrete jungle, guerrilla war out in the streets Nat Turner with the sickle pitch fork and ma chatte The end of the world, mother fucker you not ready This is the point of no return and nobody can stop it Malcolm little running up before Elijah Muhammad The commedent killed the dinosaurs, changing the earth They love to criticize they always say I change for the worse Like prescription pills when you miss using them nigga The temple of nights when they took Jerusalem nigga And figured out what was buried under Solomon's temple Al Aksa the name is no coincidental I know too much to government is trying to murder me No coming back like cutting your writs open vertically How could the serpent be purposely put in charge of the country Genetic engineered sickness spread amongst me My people are so hungry that they attack without reason Like a fuckin' dog ripping off the hand that feeds him Immortal Technique is treason to the patriot act So come and get me mother fucker cause I'm not coming back This is the point from which I could never return And if I back down now then forever I burn This is the point from which I could never retreat 'Cause If I turn back now there can never be peace This is the point from which I will die and succeed Living the struggle, I know I'm alive when I bleed From now on it can never be the same as before 'Cause the place I'm from doesn't exist anymore This is the point of no return nigga you better believe this Mary Magdalen giving birth to the children of Jesus The evolution of the world, bloody and dramatic Human beings killing monkeys to conquer the planet The kingdoms of Africa and Mesopotamia Machine gunnin' your body with depleted uranium This is the age of micro chips and titanium The dark side of the moon and contact with aliens I started out like Australians, criminal minded Broke into hell, tore it down, and built and city behind it South Paul, murderous, methodology nigga Remember that I'm just a man don't follow me nigga 'Cause once you past the point you can never go home You've got to face the possibility of dying alone So tell me mother fucker, how could you die for the throne? When you don't even got the fuckin' heart to die for your own It rains acid, one day the earth will cry from a stone And you'll be lookin' at the world livin' inside of a dome Comperized humanity living inside of a clone This is the place where the unknown is living and real Worm went to planet X and the seventh seal Universal truth is not measure in mass appeal This is the last time that I kneel and pray to the sky Cause almost everything that I was always ever told was a lie This is the point from which I could never return And if I back down now then forever I burn This is the point from which I could never retreat 'Cause If I turn back now there can never be peace This is the point from which I will die and succeed Living the struggle, I know I'm alive when I bleed From now on it can never be the same as before 'Cause the place I'm from doesn't exist anymore",,
797,,,
798,"Now there was a time, When you loved me so. I couldn't do wrong, And now you need to know. See, I been a bad bad bad bad man. And I'm in deep, yeah. I found a brand new love for this man, And can't wait till you see. I can't wait. So how you like me now? How you like me now? How you like me now? How you like me now? How you like me now? How you like me now? How you like me now? How you like me now? Remember the time When I eat you up Yeah I was a lie That you can't give up. If I was to cheat Oh no, would you see right through me? If I sing a sad sad sad sad song Would you give it to me? Would you? So how you like me now? How you like me now? How you like me now? How you like me now? How you like me now? How you like me now? How you like me now? How you like me now? Does that make you love me baby? Does that make you want me baby? Does that make you love me baby? Does that make you want me baby?",,
799,"One eye in the sun, one in the night Sleep tight, sleepwalk like honey, honey Oh my, capital I love you Put it in a letter honey I could kiss you underwater I could in the rear view mirror X.O., took my heart and crossed it Set it down and lost it Set it down and lost it Say it again Get the guns out, get the guns out Get the guns out, get the guns out Get the guns out, get the guns out Your love is a deserter Your love is a deserter One eye in the sun, one eye in the night Sleep tight, sleepwalk like honey, honey When you want me, you got me where you want me again Say it again! If it's personal, say it again! Get the guns out, get the guns out Get the guns out, get the guns out Get the guns out, get the guns out Your love is a deserter Your love is a deserter Get the guns out, get the guns out Get the guns out, get the guns out Get the guns out, get the guns out Get the guns out You got one eye as white as a bride The other eye, as black as the devil It's alright! Oh oh, oh oh oh oh oh! Oh oh, oh oh oh oh oh! Crossed wires, sparking a little Start a house fire with us in the middle It's alright! Oh oh, oh oh oh oh oh! Oh oh, oh oh oh oh oh! Get the guns out, get the guns out Get the guns out, get the guns out Get the guns out, get the guns out Your love is a deserter Your love is a deserter Your love is a deserter Your love is a deserter",,
800,,,
801,Préstame tu peine Y peiname el alma Desenrédame Fuera de este mundo Dime que no Estoy soñándose Enséñame De que estamos hechos Que quiero orbitar planetas Hasta ver uno vació Que quiero irme a vivir Pero que sea contigo Viento amarranos Tiempo detente muchos años Viento amarranos Tiempo detente muchos años Prestame tu peine Y peiname el alma Purifícame No me abandones Préstame tu sueño Y duermeme Embrujame Volvámonos eternos Que quiero orbitar planetas Hasta ver uno vació Que quiero irme a vivir Pero que sea contigo Viento amarranos Tiempo detente muchos años Viento amarranos Tiempo detente muchos años Viento amarranos Tiempo detente muchos años Viento amarranos Tiempo detente muchos años,,
802,,,
803,,,
804,,,
805,"Picture perfect memories Scattered all around the floor Reaching for the phone 'cause, I can't fight it anymore And I wonder if I ever cross your mind For me it happens all the time It's a quarter after one, I'm all alone and I need you now Said I wouldn't call but I lost all control and I need you now And I don't know how I can do without, I just need you now Another shot of whiskey, can't stop looking at the door Wishing you'd come sweepin' in the way you did before And I wonder if I ever cross your mind For me it happens all the time It's a quarter after one, I'm a little drunk, and I need you now Said I wouldn't call but I lost all control and I need you now And I don't know how I can do without, I just need you now Whoa oh whoa Guess I'd rather hurt than feel nothing at all It's a quarter after one, I'm all alone and I need you now And I said I wouldn't call but I'm a little drunk and I need you now And I don't know how I can do without, I just need you now I just need you now Oh baby I need you now ooh ooh",,
806,,,
807,,,
808,"You're special You're like rocket through me Oh, you're special You're a rocket to me And I cannot this time Agarina You can't say no Agarina This time you will go You're special You're like a rocket through me Oh, you're special You're a rocket to me And I cannot this time There's a taste that you can't shake But you can't seem to let them go awry I know you're special You're a rocket to me At this surprised All the time I know what you said to me And I don't care at the same time But I'll take you up and down Address it to you Honey bee I know what you said to me And I don't care at the same time And what do you stay to do? I saw the worst of you",,
809,Just don't know what to do with myself I don't know what to do with myself Planning everything for two Doing everything with you And now that were through I just don't know what to do I just don't know what to do with myself I don't know what to do with myself Movies only make me sad Parties make me feel as bad Cause I'm not with you I just don't know what to do Like a summer rose Needs the sun and rain I need your sweet love To beat love away Well I don't know what to do with myself Just don't know what to do with myself Planning everything for two Doing everything with you And now that were through I just don't know what to do Like a summer rose Needs the sun and rain I need your sweet love To beat love away I just don't know what to do with myself Just don't know what to do with myself Just don't know what to do with myself I don't know what to do with myself,,
810,,,
811,,,
812,"Just when I'm ready to throw in my hand Just when the best things in life are gone I look into your eyes, uh, uh There's no smoke without fire, uh, uh You're exactly who I want to be with, uh, uh Without you What would I do And when I'm willing to call it a day Just when I won't take another chance I hold your hand, uh, uh There's no smoke without fire, uh, uh Woman I love you, uh, uh Without you What would I do",,
813,"I wish I was free of this I see her in my dreams Wish that she wasn't there But she still haunts me and I Still feel her breath on me Still want to taste her skin But I know that won't kill me Now Still I choke on her lies Still from her last caress or goodbye Now all this sickens me This  I can't erase this from me And now  And everything I feel The end of our sick  Now Still I feel my strength hurt To pick, hold my head high Now Still I choke on her lies I rewrite my song Still I feel my strength hurt To pick, hold my head high Still I choke on her lies I rewrite my song I wish I was free of this",,
814,,,
815,,,
816,,,
817,,,
818,"I never loved nobody fully Always one foot on the ground And by protecting my heart truly I got lost in the sounds I hear in my mind All these voices I hear in my mind All of these words I hear in mind All this music And it breaks my heart And it breaks my heart And it breaks my heart Well, it breaks my heart Suppose I never ever met you Suppose we never fell in love Suppose I never ever let you Kiss me so sweet and so soft Suppose I never ever saw you Suppose you never ever called Suppose I kept on singing love songs Just to break my own fall Just to break my fall Just to break my fall Just to break my fall Break my fall Break my fall All my friends say That of course it's Gonna get better Gonna get better Better Better Better Better Better Better Better I never loved nobody fully Always one foot on the ground And by protecting my heart truly I got lost in the sounds I hear in my mind All of these voices I hear in my mind All of these words I hear in mind All this music And it breaks my heart And it breaks my heart I hear in my mind All of these voices I hear in my mind All of these words I hear in my mind All of this music And it breaks my heart And it breaks my heart And it breaks my heart And it breaks my heart And it breaks my heart And it breaks my heart Breaks my heart And it breaks my heart And it breaks my heart And it breaks my heart And it breaks my heart",,
819,,,
820,,,
821,"Daddy please hear this song that I sing In your heart there's a spark that just screams For a lover to bring a child to your chest that could lay as you sleep And love all you have left like your boy used to be Long ago wrapped in sheets warm and wet Blister please with those wings in your spine Love to be with a brother of mine How he'd love to find your tongue in his teeth In a struggle to find secret songs that you keep wrapped in boxes so tight Sounding only at night as you sleep  And in my dreams you're alive and you're crying, As your mouth moves in mine, soft and sweet, Rings of flowers 'round your eyes And Ill love you for the rest of your life when you're ready Brother see we are one in the same And you left with your head filled with flames And you watched as your brains fell out through your teeth Push the pieces in place  Make your smile sweet to see  Don't you take this away  I'm still wanting my face on your cheek And when we break we'll wait for our miracle God is a place where some holy spectacle lies  When we break we'll wait for our miracle God is a place you will wait for the rest of your life Two headed boy she is all you could need She will feed you tomatoes and radio wires And retire to sheets safe and clean But don't hate her when she gets up to leave",,
822,,,
823,,,
824,,,
825,"Say goodnight and go Skipping beats, blushing cheeks I am struggling Daydreaming, bed scenes in the corner café And then I'm left in bits recovering tectonic tremblings You get me every time Why d'ya have to be so cute? It's impossible to ignore you Must you make me laugh so much It's bad enough we get along so well Say goodnight and go Follow you home, you've got your headphones on and you're dancing Got lucky, beautiful shot you taking everything off watch the curtains wide open Then you fall in the same routine flicking through the TV relaxed and reclining And you think your alone Why d'ya have to be so cute? It's impossible to ignore you Must you make me laugh so much It's bad enough we get along so well Say goodnight and go One of these days, you'll miss your train and come stay with me It's always say goodnight and go We'll have drinks and talk about things, any excuse to stay awake with you You'll sleep here, I'd sleep there, but then the heating may be down again At my convenience We'd be good, we'd be great together. It's impossible to ignore you Must you make me laugh so much It's bad enough we get along so well Say goodnight and go Say goodnight and go, Why's it always always Goodnight and go Darling not again Goodnight and go.",,
826,,,
827,,,
828,All these people drinking lover's spit They sit around and clean their face with it And they listen to teeth to learn how to quit Tied to a night they never met You know it's time That we grow old and do some shit I like it all that way All these people drinking lover's spit Swallowing words while giving head They listen to teeth to learn how to quit Tied to a night they never met You know it's time That we grow old and do some shit I like it all that way,,
829,,,
830,"Love, love is a verb Love is a doing word Fearless on my breath Gentle impulsion Shakes me, makes me lighter Fearless on my breath Teardrop on the fire Fearless on my breath Night, night of matter Black flowers blossom Fearless on my breath Black flowers blossom Fearless on my breath Teardrop on the fire Fearless on my Water is my eye Most faithful mirror Fearless on my breath Teardrop on the fire Of a confession Fearless on my breath Most faithful mirror Fearless on my breath Teardrop on the fire Fearless on my breath It's tumbling down (as in love falling apart)  It's tumbling down (as in love falling apart)",,
831,"What is the explanation? Who knows? We will discover the truth, we will discover the truth We will discover the truth, we will discover the truth",,
832,,,
833,,,
834,,,
835,,,
836,,,
837,Play that record backwards  It's a message yo for the suckers  Play that record backwards  And go fuck yourself  Play that record backwards  It's a message from aaaaaawwwwww  Play that record backwards  And go go gogogogo  Kill yourself  Muthafucka go kill yourself x 2  Muthafucka go kill..... yourself  Hate and devour the young  And the weaker ones and don't forget  The guns  You're gonnna need'em to go kill yourself  Hate all the people you love  In a river of blood  And don't forget the guns  You're gonnna need'em to  Destroy  Always destroy x 2  Always  Destroy yourself if you don't get what you want,,
838,"This is the end, beautiful friend This is the end, my only friend, the end Of our elaborate plans, the end Of everything that stands, the end No safety or surprise, the end I'll never look into your eyes, again Can you picture what will be, so limitless and free Desperately in need, of some, stranger's hand In a, desperate land Lost in a Roman wilderness of pain And all the children are insane, all the children are insane Waiting for the summer rain, yeah There's danger on the edge of town Ride the King's highway, baby Weird scenes inside the gold mine Ride the highway west, baby Ride the snake, ride the snake To the lake, the ancient lake, baby The snake is long, seven miles Ride the snake, he's old, and his skin is cold The west is the best, the west is the best Get here, and we'll do the rest The blue bus is callin' us, the blue bus is callin' us Driver, where you taken us The killer awoke before dawn, he put his boots on He took a face from the ancient gallery And he walked on down the hall He went into the room where his sister lived, and, then he Paid a visit to his brother, and then he He walked on down the hall, and And he came to a door, and he looked inside Father, yes son, I want to kill you Mother, I want to, fuck you C'mon baby, take a chance with us C'mon baby, take a chance with us C'mon baby, take a chance with us And meet me at the back of the blue bus Doin' a blue rock, on a blue bus Doin' a blue rock, c'mon, yeah Kill, kill, kill, kill, kill, kill This is the end, beautiful friend This is the end, my only friend, the end It hurts to set you free But you'll never follow me The end of laughter and soft lies The end of nights we tried to die This is the end",,
839,,,
840,,,
841,"Why do we sit around and break each other's hearts tonight? Why do we dance around the issues 'till the morning light? When we sit and talk and tear each other's lives apart. You were the one to tell me go... But you were the one for me, And now you're going through the door, When you take that step I love you baby more and more, We need to laugh and sing and cry and warm each other's hearts tonight, Having fun of everything and loving all our mother's... Tearing us, You're tearing us, You're breaking us, You're breaking us, You're carrying us, Carrying us, You're saving us, You're saving us... You're tearing us, You're tearing us, You're breaking us, Breaking us, You're killing us, Killing us, You're saving us... Why do we sit around and break each other's hearts tonight? Why do we dance around the issues 'till the morning light? When we sit and talk and tear each other's lives apart. You were the one to tell me go... But you were the one for me, And now you're going through the door, When you take that step I love you baby more and more, We need to laugh and sing and cry and warm each other's hearts tonight, Having fun of everything and loving all our mother's... You're tearing us, You're tearing us, You're breaking us, You're breaking us, You're killing us, Killing us, You're saving us, You're saving us... You're tearing us, You're tearing us, You're breaking us, You're breaking us, You're killing us, Killing us, You're saving us... Ohhhhh... Ohhhhh... Forever I lie, Forever I lie, Forever, Forever... Forever I lie, Forever I lie, Forever, And never and never again... You're tearing us, You're tearing us, You're breaking us, You're breaking us, You're killing us, Killing us, You're saving us, You're saving us... You're tearing us, You're tearing us, You're breaking us, You're breaking us, You're killing us, Killing us, You're saving us, You're saving us... You're tearing us, You're tearing us, (Forever I lie) You're breaking us, You're breaking us, (Forever I lie) You're killing us, Killing us, (Forever) You're saving us, You're saving us... (And never...) You're tearing us, You're tearing us, (Forever I lie) You're breaking us, You're breaking us, (Forever I lie) You're killing us, Killing us, (Forever) You're saving us, (And never...)",,
842,You want to have her Two years have gone now But I can't relate To the never ending Games that you play As desire passes through And you're open To the truth I hope you understand And your love Is standing next to me Is standing next to me The one you fell for Makes it seem juvenile And you laugh At yourself Again and again But as you drink To the thoughts She'll remember you Maybe tomorrow Is standing next to me Is standing next to me You want to have her Two years have gone now But I can't relate To the never ending Games that you play As desire passes through Then you're open To the truth I hope you understand Is standing next to me Is standing next to me,,
843,,,
844,,,
845,,,
846,,,
847,"Give thanks to the Lord Our God and King His love endures forever For He is good, He is above all things His love endures forever Sing praise, sing praise With a mighty hand and outstretched arm His love endures forever For the life that's been reborn His love endures forever Sing praise, sing praise Sing praise, sing praise Yeah Forever God is faithful Forever God is strong Forever God is with us Forever Forever From the rising to the setting sun His love endures forever By the grace of God We will carry on His love endures forever Sing praise, sing praise Sing praise, sing praise Yeah Forever God is faithful Forever God is strong Forever God is with us Forever Forever Forever God is faithful Forever God is strong Forever God is with us Forever Forever Forever His love endures forever His love endures forever His love endures forever Forever Sing praise, sing praise Sing praise, sing praise Yeah Forever you are faithful Forever you are strong Forever you are with us Forever And ever Yeah Forever you are faithful Forever you are strong Forever you are with us Forever Forever You are God Forever And ever and ever",,
848,,,
849,,,
850,,,
851,,,
852,,,
853,,,
854,,,
855,,,
856,,,
857,"Uh uh uh uh Uh uh uh uh Uh uh uh uh All the things you said to me today Changed my perspective in every way These things count to mean so much to me Into my faith you and your baby It's out there, it's out there It's out there, if you want me I'll be here It's out there, it's out there It's out there, if you want me I'll be here I'll be dreaming my dreams with you I'll be dreaming my dreams with you And there's no other place that I'd lay down my face I'll be dreaming my dreams with you It's out there, it's out there It's out there, if you want me I'll be here It's out there, it's out there It's out there, if you want me I'll be here I'll be dreaming my dreams with you I'll be dreaming my dreams with you And there's no other place that I'd lay down my face I'll be dreaming my dreams with you Dreaming my dreams with you I'll be dreaming my dreams with you And there's no other place that I'd lay down my face I'll be dreaming my dreams with you Uh uh uh uh Uh uh uh uh Uh uh uh uh",,
858,,,
859,,,
860,"And when I see you I really see you upside down But my brain knows better  It picks you up and turns you around Turns you around, turns you around If you feel discouraged  When there's a lack of color here Please don't worry lover  It's really bursting at the seams From absorbing everything, the spectrum's A to Z This is fact not fiction  For the first time in years All the girls in every gillie magazine  Can't make me feel any less alone I'm reaching for the phone  To call at 7:03 and on your machine I slur a plea for you to come home But I know it's too late And I should have given you a reason to stay Given you a reason to stay  Given you a reason to stay Given you a reason to stay This is fact, not fiction  For the first time in years",,
861,,,
862,,"Close the door Close the door Don't speak a single word Yes your on the guest list like everyone Everyone, this our new recruit Give the man some fine wine and fruit We do try to have some fun We do try to have some fun We do try to have some fun To have some fun Roll the dice Animal You are in luck today You could always choose to just look away Look away, his legs are not there at all He lost them for a tin medal We do try to have some fun We do try to have some fun We do try to have some fun To have some fun Spin the wheel We hope that you win Spin the wheel We hope that you win Spin the wheel We hope that you win Spin the wheel We hope that you",
863,,,
864,,,
865,,,
866,,,
867,,,
868,"I spend the afternoon in cars I sit in traffic jams for hours Don't push me, I am not OK The sky is blue most every day The lemons grow like tumors they Are tiny suns infused with sour Lonely as a cloud In the Golden State Ã???The coldest winter that I ever saw Was the summer that I spentÃ¢?Â¦Ã¢?? The only substance is the fog And it hides all that has gone wrong Can't see a thing inside the maze There is a bridge adored and famed The Golden spine of engineering Whose back is heavy with my weight Lonely as a cloud In the Golden State Ã???The coldest winter that I ever saw Was the summer that I spentÃ¢?Â¦Ã¢?? Be still this old heart Be still this old skin Drink your last drink Sin your last sin Sing your last song About the beginning Sing it out loud So the people can hear Let's go! Be still this sad day Be still this sad year Hope your last hope Fear you last fear Your not the only one (4x) Let's go! My falling shape will draw a line Between the blue of sea and sky I'm not a bird, I'm not a plane I took a taxi to the gate I will not go to school again Four seconds was the longest wait (4x) Four seconds was the longest",,
869,,,
870,,,
871,"Cause it's a bittersweet symphony this life Trying to make ends meet, you're a slave to the money then you die. I'll take you down the only road I've ever been down You know the one that takes you to the places where all the veins meet, yeah. No change, I can't change, I can't change, I can't change, but I'm here in my mold, I am here in my mold. But I'm a million different people from one day to the next I can't change my mold, no, no, no, no, no, no, no Well I never pray, But tonight I'm on my knees, yeah. I need to hear some sounds that recognize the pain in me, yeah. I let the melody shine, let it cleanse my mind, I feel free now. But the airwaves are clean and there's nobody singing to me now. No change, I can't change, I can't change, I can't change, But I'm here in my mold, I am here in my mold. And I'm a million different people from one day to the next I can't change my mold, no, no, no, no, no, no, no Cause it's a bittersweet symphony this life. Trying to make ends meet, trying to find some money then you die. I'll take you down the only road I've ever been down You know the one that takes you to the places where all the veins meet, yeah. No change, I can't change, I can't change, I can't change, but I'm here in my mold, I am here in my mold. But I'm a million different people from one day to the next I can't change my mold, no, no, no, no, no, no, no I can't change my mold, no, no, no, no, no, no, no I can't change my mold, no, no, no, no, no, no, no It justs sex and violence melody and silence It justs sex and violence melody and silence (I'll take you down the only road I've ever been down) It's just sex and violence melody and silence It's just sex and violence melody and silence It's just sex and violence melody and silence (I'll take you down the only road I've ever been down) (It's just sex and violence melody and silence)Been down (Ever been down) (Ever been down) (Ever been down) (Ever been down) (Ever been down)",,
