,0,1,2
286,"Allez! Allez! Allez! Chaud! Chaud! Chaud! Nafolo tiaman baouw. O bê bê dounouya kônô. Wari tiaman baouw. O bê bê dounouya kônô. Sanou tiaman baouw. O bê bê dounouya kônô. [repeat verse] An ka sobê kê. Ni anw ma sobê kê. An bê na nimissa fou. Tié gnouman baouw. Mousso gnoumanbaouw. Dénmissin gnoumanbaouw. O bê bê dounouya kônô. [repeat verse] An ka sobê kê. Ni anw ma sobê kê. An bê na nimissa fou. Yé! Ah! Oh! Ah! Baby, kiss me. I love you. Cherie, baby. Nafolo tiamanbaouw. O bêbê dounouya kônô. Wari tiamanbaouw. O bêbê dounouya kônô. Sanou tiamanbaouw. An ka sobê kê. Ni anw ma sobê kê. An bê na nimissa fou. Tié gnouman baouw. Mousso gnoumanbaouw. Dénmissin gnoumanbaouw. O bê bê dounouya kônô. [repeat verse]",,
287,,,
288,,,
289,,,
290,,,
291,"Justified And Ancient The KLF Featuring Tammy Wynette The KLF featuring Miss Tammy Wynette: Justified And Ancient (Stand By The JAMs) All bound for Mu Mu Land All bound for Mu Mu Land (hey) (hey hey) All bound for Mu Mu Land (justified!) (hey hey) All bound for Mu Mu Land They're Justified, and they're Ancient, And they like to roam the land. (just roll it from the top) They're Justified, and they're Ancient, I hope you understand. (to the bridge, to the bridge, to the bridge now) They called me up in Tennessee They said ""Tammy, stand by the JAMs"" But if you don't like what they're going to do, You better not stop them 'cause they're coming through (bring the beat back) (Hey hey) All bound for Mu Mu Land (justified!) (Hey hey) All bound for Mu Mu Land (justified!) Mu Mu Land Mu Mu Land All bound for Mu Mu Land They're Justified, and they're Ancient, And they drive an ice cream van. (just roll it from the top) They're Justified and they're Ancient, With still no master plan. (to the bridge, to the bridge, to the bridge now) The last train left an hour ago, They were singing ""All aboard"" All bound for Mu Mu Land, Then someone starting screaming ""Turn up the Strobe"" (bring the beat back) (Hey hey) All bound for Mu Mu Land (justified!) (Hey hey) All bound for Mu Mu Land (ancients of mu mu) Rap: Justified and Ancient, Ancient and a-justified, Rocking to the rhythm in their ice-cream van with the plan and the key to enter into Mu Mu Vibes from the tribes of the JAMs. I know where the beat is at, ''cause I know what time it is. Bring home a dime, Make mine a ""99"" New style, meanwhile, always on a mission while Fishing in the rivers of life Fishing in the rivers of life (hoi!) Fishing in the rivers of life (hoi!) Fishing in the rivers Fishing in the rivers Fishing in the rivers of life (hoi!) Voo-va-voolie Za-shi-va-zom Voo-va-voolie (Hey hey) All bound for Mu Mu Land (justified!) (Hey hey) All bound for Mu Mu Land (justified!) Mu Mu Land (ancients of mu mu) Mu Mu Land (ancients of mu mu) All bound for Mu Mu Land Mu Mu Land (ancients of mu mu) Mu Mu Land (ancients of mu mu) All bound for Mu Mu Land Mu Mu Land Mu Mu Land All bound for Mu Mu Land From: ""If you lived here, you'd be home now.""",,
292,,,
293,,,
294,,,
295,,,
296,,,
297,"Look in my eyes, what do you see? The cult of personality I know your anger, I know your dreams I've been everything you want to be I'm the cult of personality Like Mussolini and Kennedy I'm the cult of personality The cult of personality The cult of personality Neon lights, a Nobel Prize Then a mirror speaks, the reflection lies You don't have to follow me Only you can set me free I sell the things you need to be I'm the smiling face on your T.V. I'm the cult of personality I exploit you still you love me I tell you one and one makes three I'm the cult of personality Like Joseph Stalin and Gandhi I'm the cult of personality The cult of personality The cult of personality Neon lights a Nobel Prize A leader speaks, that leader dies You don't have to follow me Only you can set you free You gave me fortune You gave me fame You gave me power in your own god's name I'm every person you need to be Oh, I'm the cult of personality I'm the cult of, I'm the cult of, I'm the cult of, I'm the cult of I'm the cult of, I'm the cult of, I'm the cult of, I'm the cult of personality",,
298,,,
299,,,
300,,,
301,"I used to hate you, no reason why I was so angry, so full of pride Lost in opinions, and in you with those I knew everything that you didn't know And I used to think I would show I was right When I knew the truth from a lie I was so stupid when I was young I was so stupid to think that I was... So different, so different than you So different, so different than you I know that I said the truth So different; I'm no different than you Was I just jealous, bitter, and cold? Sins I could never... the lies that I told I have no respect for you, only myself A memory I'm not so fond of as well And I can honestly say I was wrong So can you forgive me so I can move on? I was so stupid when I was young I was so stupid to think that I was... So different, so different than you So different, so different than you I know that I said the truth So different; I'm no different than you We are one and the same Only with different names Somethings I know are changing And I know this love I'm hating We are one and the same Your blood runs through my veins For fuck I feel this failing I love the love I'm hating I was so stupid when I was young I was so stupid to think that I was... Different than you Different than you I know I said the truth So different; I'm no different than you",,
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,"I worry, I weigh three times my body I worry, I throw my fear around But this morning There's a calm I can't explain The rock candy's melted, only diamonds now remain, oh By the time I recognize this moment This moment will be gone But I will bend the light pretending That it somehow lingered on, well I got is oh And I will wait to find If this will last forever And I will wait to find If this will last forever And I will pay no mind When it won't and it won't because it can't It just can't (It's not supposed to) Was there a second of time I looked around? Did I sail through or drop my anchor down? Was anything enough to kiss the ground And say I'm here now? And she is here now, oh So much wasted in the afternoon So much sacred in the month of June How 'bout you? And I will wait to find If this will last forever (yeah) And I will wait to find That it wont, and it won't and it won't And I will pay no mind Worried 'bout no rainy weather (yeah) And I will waste no time Remaining in our lives together",,
312,,,
313,"Here I lie, I'm staring at Clouds and shapes of dogs and cats I hear a woman, start to yell ""Oh dear God, I think he fell"" I'm the arrow shot straight to hell From the bow of William Tell My body lies kissing the ground Like a cross turned upside down A priest is rushing to my side Begins to read me, my last rites Father, you're too late, my faith is weak So won't you save your half-hearted speech I'm the arrow shot straight to hell From the bow of William Tell My body lies kissing the ground Like a cross turned upside down A man bends down and says ""Son, we're going to get through this one Take my hand and let us pray"" I scream, ""Please get the fuck away"" I'm the arrow shot straight to hell From the bow of William Tell My body lies kissing the ground Like a cross turned upside down The ambulance is singing As cops push back the crowd I start to take my last breath As blood pours out my mouth The medics walk in my way I think this could be it I hear 'em start to state The time of death is half past six I'm the arrow shot straight to hell I'm the arrow shot straight to hell",,
314,"Oh, gotta see, gotta know right now What's that riding on your everything It isn't anything at all Oh, gotta see, gotta know right now What's that writing on your shelf In the bathrooms and the bad motels No one really cared for it at all Not the gravity plan Early, early in the morning It pulls all on down my sore feet I want to go back to sleep In the motions and the things that you say It all will fall, fall right into place As fruit drops, flesh it sags Everything will fall right into place When we die some sink and some lay But at least I don't see you float away And on split milk, sex and weight It all will fall, fall right into place Oh, gotta see, gotta know right now What's that writing on your everything It isn't anything at all Early, early in the morning It pulls all on down my sore feet I want to go back to sleep In the motions and the things that you say It all will fall, fall right into place As fruit drops, flesh it sags Everything will fall right into place When we die some sink and some lay But at least I don't see you float away",,
315,,,
316,What am I to you? Tell me darlin' true To me you are the sea Vast as you can be And deep the shade of blue When you're feelin' low To whom else do you go? I'd cry if you hurt I'd give you my last shirt Because I love you so Now if my sky should fall Would you even call? I've opened up my heart I never want to part I'm givin' you the ball When I look in your eyes I can feel the butterflies I'll love you when you're blue But tell me darlin' true What am I to you? If my sky should fall Would you even call? I've opened up my heart I never wanna part I'm givin' you the ball When I look in your eyes I can feel the butterflies Could you find a love in me? Would you carve me in a tree? Don't fill my heart with lies I will love you when you're blue But tell me darlin' true What am I to you?,,
317,"Are you ready, are you ready?  Are you ready, are you ready? Are you ready for the time of your life?  It's time to stand up and fight  It's alright it's alright  Hand in hand we take a caravan to the motherland  One by one we gonna stand up with pride  One that can't be denied  Stand up, stand up  From the highest mountain, valley low  We'll all join together with hearts of gold  Now the children of the world can see  There's a better place for us to be  The place in which we were born  So neglected and torn apart  Every woman every man  Join the caravan of love  (Stand up) stand up  Stand up  Everybody take a stand  Join the caravan of love  (Stand up) stand up  Stand up  I'm your brother  I'm your brother don't you know  She's my sister  She's my sister don't you know  We'll be living in a world of peace  And the day when everyone is free  We'll bring the young and the old  Won't you let your love flow, from your heart  Every woman every man  Join the caravan of love  (Stand up) stand up  Stand up  Everybody take a stand  Join the caravan of love  (Stand up) stand up  Stand up  I'm your brother  I'm your brother don't you know  She's my sister (we're waiting, we're waiting)  She's my sister don't you know (we're waiting, we're waiting for the caravan) So are you ready? (he's coming)  Are you ready? (he's coming)  Are you ready? (he's coming)  Are you ready? (he's coming on the caravan)  You better get ready (go for it)  You better get ready (go for it)  You better get ready (go for it)  You better get ready",,
318,"I know you know what you know but you should know by now that you're not me Talk about a month of Sundays Toffee nosed wet weekend as far as I can see Hey diddle diddle The cat and the fiddle Piggy in the middle Doo-a-poo-poo Bible punching heavyweight evangelistic boxing kangaroo Orangutang and anaconda Donald Duck and Mickey Mouse even Pluto too Hey diddle diddle The cat and the fiddle Piggy in the middle Doo-a-poo-poo One man's civilization is another man's jungle, yeah They say revolution's in the air I'm dancing in my underwear 'cause I don't care Hey diddle diddle The Cat's in the fiddle Piggy in the middle Doo-a-poo-poo Doo-a-poo-poo","Hey mister man in the street - excuse me Do you have a few moments to spare? Oh yeah... Don't worry, I'm not trying to sell you anything you wouldn't want I'm just a questionnaire... Tell me what you think about this low-fat diet shampoo Do you think it's Crunchy, Half-Cruncy, or Not Crunchy at all? Put a tick in the appropriate box - there's nothing to it... Yes/No/Don't Know - I Don't Care I'm only a Questionnaire, only a Questionnaire... Please mister man in the street - believe me I'm only doing my job and I need to know everything about you, take it easy, all you gotta do Is answer 'yes' or 'no'... Tell me what think about the Devil and the Deep Blue Sea Do you think there's one True God, a False God, or No God at all? Put a tick in the appropriate box - there's nothing to it... Yes/No/Don't Know - I Don't Care I'm only a Questionnaire... Yes/No/Don't Know - I Don't Care I'm only a Questionnaire, only a Questionnaire... ..Now can you Tell me what you think about how easy it can be to buy a gun? Do you think it's Crazy, Half Crazy, or Not Crazy at all? Put a tick in the appropriate box",
319,"Damn damn damn James Dickie shorts and Lincoln's clean Leanin', checking out the scene Gangsta boys, blizzes lit Ridin' out, talkin' shit Nigga where you wanna go? You know the club don't close 'til four Let's party 'til we can't no more Watch out here come the folks (Damn - oh lord) As the plot thickens it gives me the dickens Reminiscent of Charles a lil' discotheque Nestled in the ghettos of Niggaville, USA Via Atlanta, Georgia a lil' spot where Young men and young women go to experience They first li'l taste of the night life Me? Well I've never been there; well perhaps once But I, was so engulfed in the Olde E I never made it to the door you speak of, hard core While the DJ sweatin' out all the problems And the troubles of the day While this fine bow-legged girl fine as all outdoors Lulls lukewarm lullabies in your left ear Competing with ""Set it Off, "" in the right But it all blends perfectly let the liquor tell it ""Hey hey look baby they playin' our song"" And the crowd goes wild as if Holyfield has just won the fight But in actuality it's only about 3 A.M And three niggas just don' got hauled Off in the ambulance (sliced up) Two niggas don' start bustin' (wham wham) And one nigga don' took his shirt off talkin' 'bout ""Now who else wanna fuck with Hollywood Courts?"" It's just my interpretation of the situation Damn damn damn James Yes, when I first met my SpottieOttieDopalicious Angel I can remember that damn thing like yesterday The way she moved reminded me of a Brown Stallion Horse with skates on, ya know Smooth like a hot comb on nappy ass hair I walked up on her and was almost paralyzed Her neck was smelling sweeter Than a plate of yams with extra syrup Eyes beaming like four karats apiece just blindin' a nigga Felt like I chiefed a whole O of that Presidential My heart was beating so damn fast Never knowing this moment would bring another Life into this world Funny how shit come together sometimes (ya dig) One moment you frequent the booty clubs and The next four years you & somebody's daughter Raisin' y'all own young'n now that's a beautiful thang That's if you're on top of your game And man enough to handle real life situations (that is) Can't gamble feeding baby on that dope money Might not always be sufficient but the United Parcel Service & the people at the Post Office Didn't call you back because you had cloudy piss So now you back in the trap just that, trapped Go on and marinate on that for a minute",,
320,,,
321,"Maybe I can make it better Tell me where it all went wrong Cause you know that you really upset her When you act like a man who is cross with every woman he's never had If it's true looks could kill then you'd be the first to make me mad Then you gotta go Maybe you gotta go Is this the kind of fate you could contemplate? A breakdown at my very sight I promise hidden words of tenderness in every single line that I write Still you act like a man who is cross with every woman he's never had If it's true looks could kill then you'd be the first to make me mad Then you gotta go Maybe you gotta go Tell me where it all went wrong Maybe I can make it better Cause you act like a man who is cross with every woman he's never had If it's true looks could kill then you'd be the first to make me mad Cause you act like a man who is cross with every woman he's never had If it's true looks could kill then you'd be the first to make me mad Then you gotta go Maybe you gotta go If it's true, if looks could kill If it's true, if looks could kill Is it true, looks could kill? Yeah, it's true, looks could kill",,
322,,,
323,,,
324,,,
325,"This is a song For the ladies, But fella's, Listen closely. You don't always have to fuck her hard In fact sometimes that's not right to do Sometimes you got to make some love And fuckin' give her some smooches too Sometimes you've got to squeeze Sometimes you've got to say please Sometimes you got to say hey I'm gonna fuck you, softly I'm gonna screw you gently I'm gonna hump you, sweetly I'm gonna ball you discreetly And then you say hey I brought you flowers And then you say wait a minute Sally I think I've got something in my teeth Could you get it out for me That's fuckin' teamwork What's your favorite posish That's cool with me it's not my favorite but I'll do it for you What's your favorite dish I'm not gonna cook it, but I'll order it from zanzibar And then I'm gonna love you completely And then I'll fucking fuck you discreetly And then I'll fucking bone you completely But then I'm gonna fuck you hard Hard",,
326,,,
327,,,
328,"Faint white figures paint my sleep Please don't tell my secrets, keep them hidden You got it If the words that matter reach your face from floor Will you be wondering if, or Do I need what is given or honest? Does is cost me scarring if the words stay true? Even number for your nephew I don't want it anymore And when the answer that you want Is in the question that you state Come what may In a pain that buckles out your knees Could you stop this if I plead? You got it So destined I am to walk among the dark A child in keeping secrets from Will they know what I've done in the after? In the sought for matter when the words blame you In a blood red summer I'll give you I don't want it What did I do to deserve this?",,
329,,,
330,"You know too much, too much, too much, too much, too Much Much too much, too much, too much, too much Much too much, too much, too much, too much, too much  Much You know James Joyce, I like your voice You know Baudelaire, I like your hair You know Churchill, I know kill bill You know Tolstoy, I know playboy You know politics, I know party chicks You know Wall Street, I just want to meet You know common law, I ask my ma You know Sanskrit, come on and say it You know economy, well I believe in what I see You know Sophie Scholl, I love rock 'n' roll You know algebra, but you don't wear no bra Do you speak Japanese? You know too much, too much, too much, too much, too Much Much too much, too much, too much, too much Much too much, too much, too much, too much, too much  Much You know so much, so much about everything All that I know, I know I've got a song to sing You know so much, so much about this and that You know myspace, yourspace, what is the human race? B-day, d-day, DJ, Cassius clay Batman, Spiderman, Superman, Tarzan Einstein, Bernstein, money, money, red wine Eisenhower, Beckenbauer, ddr, Berliner Mauer,  Vietnam, Guernica, Stalingrad, Hiroshima,  Watergate, Waterloo, Austerlitz, dien-bien-phu Mao, Hotschimin, Valium, amphetamine You and me and one two three and who could be a Refugee? Spam, spam, spam, spam, spam, spam, spam, spam,  Spam, spam, spam, spam, spam, spam, spam, spam. You know too much, too much, too much, too much, too Much Much too much, too much, too much, too much Much too much, too much, too much, too much, too much - Too much It's so banana, I really just wanna wanna...  It's so banana, I really just wanna wanna...  It's so banana, I really just wanna wanna wanna...  It's so banana but it's true You know too much, too much, too much, too much, too Much Much too much, too much, too much, too much Much too much, too much, too much, too much, too much  Too much",,
331,,,
332,,,
333,,,
334,"Take a look you see I painted you a picture It's black and white except the blood's a little richer Down in the corner I gave it my signature And then I titled it this one's for the winter Check it out you see it's just a big disaster I dedicate it to the fact that it's so hard for you to dream A million heartbeats around you make it hard to sleep Doesn't help you're freezing in your bed, your blankets aren't enough All you want is someone there and all you'll say is ""so what?"" Love love, kiss kiss.... blah blah blah You're making me sick I wish you'd just stop showing off For the rest of us that no one wants to love. It's hard enough trying to drink another winter all alone Love love, kiss kiss.... blah blah blah Well do you find you like to fall in love with people that you're never gonna meet? It's easier then breaking up and crying in the street Do you curse the happy couple? Do you cringe at wedding bells? Do you drink up all the punch while you wish 'em all to hell You can't escape this fatal case of melancholia It's in your face, in every place you go it's stalking you And there are days when we all say we feel we just can't go on But you've felt this way all along",,
335,,,
336,,,
337,,,
338,,,
339,,,
340,,,
341,,,
342,,,
343,,,
344,,,
345,,,
346,,,
347,,,
348,,,
349,,,
350,,,
351,Dreams of earthquakes Dreams of hurricanes Dreams of pouring rain Dreams of tidal waves To wash us all away Dreams of guns blazed Dreams of fire rage Dreams of swollen graves Dreams of hollow pain All gone No more fallen No more enemy No more casualty No more dream Fall into sleep Fall into me I have a dream But nobody cares Nobody wants to listen Fall into sleep Fall into me Hang on to a dream That nobody wants Nobody cares anymore Dreams of mourning grief Dreams of disbelief Dreams of tragedy Dreams of our disease to take us all away Dreams of fidelity Dreams of inner peace Dreams of loyalty Dreams of unity All gone All gone Fall into sleep Fall into me I have a dream But nobody cares Nobody wants to listen Fall into sleep Fall into me Hang on to a dream That nobody wants Nobody cares anymore The angels are injured Fall with broken burning wings Are we dead inside Are we blind We can't keep moving forward Backwards with closed eyes We're losing sight All lost inside No more fallen No more enemy Fall into sleep Fall into me I have a dream But nobody cares Nobody wants to listen Fall into sleep Fall into me Hang on to a dream That nobody wants Nobody cares Nobody wants Nobody cares anymore All gone All gone All gone All gone,,
352,,,
353,,,
354,,,
355,,,
356,,,
357,,,
358,,,
359,Feeling the past moving in Letting a new day begin Hold to the time that you know You don't have to move on to let go Add to the memory you keep Remember when you fall asleep Hold to the love that you know You don't have to give up to let go Remember turning on the the night And moving through the morning light Remember how it was with you Remember how you pulled me through I remember I remember I remember I remember I remember I remember I remember I remember Feeling the past moving in Letting a new day begin Hold to the time that you know You don't have to move on to let go add to the memory you keep Remember when you fall asleep Hold to the love that you know You don't have to give up to let go remember how it was with you Remember how you pulled me through I remember feeling the past moving in Letting a new day begin Hold to the time that you know You don't have to move on to let go add to the memory you keep Remember when you fall asleep Hold to the love that you know You don't have to give up to let go remember turning on the the night And moving through the morning light Remember how it was with you Remember how you pulled me through I remember I remember I remember I remember I remember I remember I remember I remember,,
360,,,
361,,,
362,there are things that i regret like being called a nervous wreck and working up another sweat for you there's nothing that i can do for counterparts and bleeding hearts and all the things that fall apart for you i don't keep my secrets there i hide them everywhere  i could deny but i'll never realise i'm just chasing rainbows all the time i could deny but i'll never realise i've been chasing rainbows all my life  and then i missed my cue everybody had a laugh and then went for an early bath did you  i don't keep my secrets there i hide them everywhere,,
363,,,
364,"Here's the day you hoped would never come Don't feed me violins Just run with me through rows of speeding cars The paper cuts, the cheating lovers The coffee's never strong enough I know you think it's more than just bad luck There, there baby It's just textbook stuff It's in the ABC of growing up Now, now darling Oh don't lose your head 'Cause none of us were angels And you know I love you yeah Sleeping pills know Sleeping dogs lie never far enough away Glistening in the cold sweat of guilt I've watched you slowly winding down for years You can't keep on like this Now's a bad a time as any whoa There, there baby It's just textbook stuff It's in the ABC of growing up Now, now darling Oh don't kill yourself 'Cause none of us were angels And you know I love you yeah It's OK by me It's OK by me It's OK by me It was a long time ago It's OK by me It's OK by me It's OK by me It was a long time ago There, there baby It's just textbook stuff It's in the ABC of growing up Now, now darling Oh don't lose your head 'Cause none of us were angels And you know I love you yeah There, there baby It's just textbook stuff It's in the ABC of growing up Now, now darling Oh don't kill yourself 'Cause none of us were angels And you know I love you yeah",,
365,,,
366,,,
367,"This was never the way I planned Not my intention I got so brave, drink in hand Lost my discretion It's not what, I'm used to Just wanna try you on I'm curious for you Caught my attention I kissed a girl and I liked it The taste of her cherry chap stick I kissed a girl just to try it I hope my boyfriend don't mind it It felt so wrong It felt so right Don't mean I'm in love tonight I kissed a girl and I liked it I liked it No, I don't even know your name It doesn't matter You're my experimental game Just human nature It's not what, good girls do Not how they should behave My head gets so confused Hard to obey I kissed a girl and I liked it The taste of her cherry chap stick I kissed a girl just to try it I hope my boyfriend don't mind it It felt so wrong It felt so right Don't mean I'm in love tonight I kissed a girl and I liked it I liked it Us girls we are so magical Soft skin, red lips, so kissable Hard to resist so touchable Too good to deny it Ain't no big deal, it's innocent I kissed a girl and I liked it The taste of her cherry chap stick I kissed a girl just to try it I hope my boyfriend don't mind it It felt so wrong It felt so right Don't mean I'm in love tonight I kissed a girl and I liked it I liked it",,
368,,,
369,"Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango Bingo, Bingo, be-be-bing-bing, Bango",,
370,,,
371,,,
372,,,
373,,,
374,,,
375,,,
376,"Here's the day you hoped would never come Don't feed me violins Just run with me through rows of speeding cars The paper cuts, the cheating lovers The coffee's never strong enough I know you think it's more than just bad luck There, there baby It's just textbook stuff It's in the ABC of growing up Now, now darling Oh don't lose your head 'Cause none of us were angels And you know I love you yeah Sleeping pills know Sleeping dogs lie never far enough away Glistening in the cold sweat of guilt I've watched you slowly winding down for years You can't keep on like this Now's a bad a time as any whoa There, there baby It's just textbook stuff It's in the ABC of growing up Now, now darling Oh don't kill yourself 'Cause none of us were angels And you know I love you yeah It's OK by me It's OK by me It's OK by me It was a long time ago It's OK by me It's OK by me It's OK by me It was a long time ago There, there baby It's just textbook stuff It's in the ABC of growing up Now, now darling Oh don't lose your head 'Cause none of us were angels And you know I love you yeah There, there baby It's just textbook stuff It's in the ABC of growing up Now, now darling Oh don't kill yourself 'Cause none of us were angels And you know I love you yeah",,
377,,,
378,Send me shivers down Through a voice out of nowhere When the boats go round Turn on back to a spiral Send me shivers down When the boats go round Turn on back to a spiral Send me shivers down Through a voice out of nowhere When the boats go round Tun on back to a spiral Turn back Turn  Turn Turn Turn Send me shivers down When the boats go round Turn on back to a spiral Turn back Turn  Turn Turn Turn Send me shivers down Through a voice out of nowhere When the boats go round Turn on back to a spiral Send me shivers down When the boats go round Turn on back to a spiral Send me shivers down Through a voice out of nowhere When the boats go round Turn on back to a spiral,,
379,,,
380,Hey Yeah We had everything vinyl and mono And we looked the other way Man we were so dumb Is the the part in the book that you wrote Where I gotta come and save the day Did you miss me Did you miss me Yeah yeah yeah Well they say that rock is dead They're probably right 99 girls in the pit Did it have to come to this Oh god you owe me one more song So I can prove to you that I am so much better than him Oh god please listen fast Here comes the crash We're gonna rise above We gotta smash it up You won't abandon us again Hey Give us brilliant boys we want to fuck man Full of ecstasy hard drugs and bad luck Yeah yeah yeah Turn the lights back on It burns so hard But you won't burn long Three chords in your pocket tonight Are you you the one  With the spark to bring my punk rock back I don't think so Oh god I want to hear you say  I want to hear you say your sorry again Oh god you owe me one more song So I can prove to you that I am so much better than him Oh god I'd give you anything to hear you say that I was right and you were wrong Oh god before I leave this life No and eight-ball isn't love A hookers never gonna come Just give it back to me  Blow out all of the lights to night Yeah 2 million miles down the PCH And now he's gone I slashed his tires I bled his brakes It had to be done Their hand job lives were just too cruel Yeah mercy was done We drown them all in their swimming pools Run away run away run away yeah Oh god I want to hear you say I want to hear you say that you were wrong again Oh god I want to hear you say I want to hear you say that I am so much better than him Oh god you owe us one more song Just get out of my life  And see the world as it really is Is this just a sad slide show Can't make a hooker come An eight ball isn't love I need one thing that's divine Let me hear it tonight Let me hear it tonight I gotta hear it tonight You gotta let me here the one lost chord tonight,,
381,,,
382,"Touch me in the mornin And last thing at night Keep my body warm baby, you know it feels right Take it a little higher  I'm takin it too Tell me what your feelin  I'll feel it with you We can't always understand what we are shown How was I supposed to know our love would grow Move a little closer Make sure I'm  lookin up  Heal me with your loving I need you so much, I need you so much , I need your so muchhh Yeah Oh oh We can't always understand what we are shown How was I supposed to know our love would grow We can't always understand what we are shown How was I supposed to know our love would grow You touch my mind in special places My heart races with you I'll take your love and I'll take my chances I'll take them with you  Touch me in the mornin And last thing at night Keep my body warm baby, you know it feels right Take it a little higher  I'm takin it too Tell me what your feelin  I'll feel it with you Hey We can't always understand what we are shown How was I supposed to know our love would grow You touch my mind in special places My heart races with you I'll take your love and I'll take my chances I'll take them with you  I need you so  much",,
383,,,
384,,,
385,,,
386,"Out on your own, cold and alone again Can this be what you really wanted, baby? Blame it on me, set your guilt free Nothing can hold you back now Now that you're gone, feel like myself again Grieving the things I can't repair and willing To let you blame it on me and set your guilt free I don't want to hold you back now, love I can't change who I am, not this time I won't lie to keep you near me And in this short life there's no time to waste on giving up My love wasn't enough And you can blame it on me, just set your guilt free, honey I don't want to hold you back now, love",,
387,Tryin to figure out which way I want this to go.. Do I want it to be happy or sad or fast or slow?? Tryin' to work it out what it is I feel Do I wanna rock you shock you sooth you or move you?? I just wanna write you in a song Put your smile on paper so you can sing along  I just wanna bottle the sun Keep your light a secret I can find when you are gone You are like a beautiful tree With roots in the ground so deep that They could never be seen I'm a leaf that's ready to fall And the wind's gonna blow me someday Away from it all Most people when they can't get away It makes them more than a little crazy I'm the one that can never stay But I'll always have you with me in this song Most people when they can't get away It makes them more than a little crazy I'm the one that can never stay But I'll always have you with me in this song,,
388,,,
389,,,
390,,,
391,"There is a house by the sea Two jealous sisters, they're waiting for me And one is laid on the floor And one is changing the locks on the doors And I've been buying the time on my knees And I've been selling their blankets to bleed (on) Around the house by the sea The scent of roses and raspberry leaves And there is smoke in my clothes Too much time with just smoke in my nose And I've been making the meaning they lack And I've been burning that book they come back too There is a house by the sea And an ocean between it and me And like the shape of a wave The jealous sisters will sing on my grave And I've been living to run where they led And I've been dying to rise from their bed And I've been sparing my neck from their chain And they've been changing the sound of my name And I've been swimming to them in my sleep And I've been dreaming our love and our freedom",,
392,,,
393,"I heard you were concerned with my life I heard you had a lot to say Motherfuckin', thanks for nothin' I'm gonna do it if it feels right I'm gonna do it anyway Motherfuckin', thanks for comin' Well I'm sayin' Don't sa I'm not all right I'm used and confused and I'm still puttin up a good fight I'm still puttin' up a good F.I.G.H.T., fight, fight, fight Everybody thinks they know my problems Everybody knows what's best for me Don't think that anyone can solve them Don't think there's anyone but me",,
394,,,
395,"Bell bottom blues, you made me cry. I don't want to lose this feeling. And if I could choose a place to die It would be in your arms. Do you want to see me crawl across the floor to you? Do you want to hear me beg you to take me back? I'd gladly do it because I don't want to fade away. Give me one more day, please. I don't want to fade away. In your heart I want to stay. It's all wrong, but it's all right. The way that you treat me baby. Once I was strong but I lost the fight. You won't find a better loser. Do you want to see me crawl across the floor to you? Do you want to hear me beg you to take me back? I'd gladly do it because I don't want to fade away. Give me one more day, please. I don't want to fade away. In your heart I want to stay. Do you want to see me crawl across the floor to you? Do you want to hear me beg you to take me back? I'd gladly do it because I don't want to fade away. Give me one more day, please. I don't want to fade away. In your heart I want to stay. Bell bottom blues, don't say goodbye. I'm sure we're gonna meet again, And if we do, don't you be surprised If you find me with another lover. Do you want to see me crawl across the floor to you? Do you want to hear me beg you to take me back? I don't want to fade away. Give me one more day, please. I don't want to fade away. In your heart I want to stay. I don't want to fade away. Give me one more day please. I don't want to fade away. In your heart I long to stay. I don't want to fade away. Give me one more day please. I don't want to fade away. In your heart I long to stay.",,
